date,article.links,facebook.shares
14-Nov,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article19806307.ab,6804
14-Nov,http://www.aftonbladet.se/ledare/ledarkronika/evafranchell/article19804805.ab,595
14-Nov,http://www.aftonbladet.se/kultur/teater/article19800352.ab,3
14-Nov,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19800098.ab,103
14-Nov,http://www.aftonbladet.se/nyheter/article19797667.ab,2636
14-Nov,http://www.aftonbladet.se/nyheter/article19794938.ab,130
14-Nov,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19794945.ab,17
14-Nov,http://www.aftonbladet.se/nyheter/article19789740.ab,45
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article20097912.ab,4163
14-Dec,http://www.aftonbladet.se/nyheter/article20095907.ab,606
14-Dec,http://www.aftonbladet.se/nyheter/article20044402.ab,90
14-Dec,http://www.aftonbladet.se/nyheter/article20090358.ab,1252
14-Dec,http://www.aftonbladet.se/nyheter/article20094076.ab,1401
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/jenniferwegerup/article20095332.ab,10908
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20094401.ab,31
14-Dec,http://www.aftonbladet.se/nyheter/article20094172.ab,451
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20093290.ab,0
14-Dec,http://www.aftonbladet.se/debatt/debattamnen/politik/article20088044.ab,4216
14-Dec,http://www.aftonbladet.se/nyheter/article20090148.ab,22
14-Dec,http://www.aftonbladet.se/nyheter/article20089102.ab,70
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20089187.ab,5
14-Dec,http://www.aftonbladet.se/nyheter/article20082661.ab,547
14-Dec,http://www.aftonbladet.se/nyheter/article20066585.ab,5
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20081797.ab,1
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20081194.ab,736
14-Dec,http://www.aftonbladet.se/nyheter/article20081341.ab,71
14-Dec,http://www.aftonbladet.se/nyheter/article20080998.ab,2328
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/peterkadhammar/article20081052.ab,8291
14-Dec,http://www.aftonbladet.se/nyheter/article20080637.ab,33
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20080683.ab,38
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20080320.ab,3
14-Dec,http://www.aftonbladet.se/nyheter/article20080157.ab,3242
14-Dec,http://www.aftonbladet.se/nyheter/article20079909.ab,127
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20079967.ab,14
14-Dec,http://www.aftonbladet.se/nyheter/article20079640.ab,4315
14-Dec,http://www.aftonbladet.se/nyheter/article20079620.ab,95
14-Dec,http://www.aftonbladet.se/nyheter/article20079399.ab,34
14-Dec,http://www.aftonbladet.se/nyheter/article20079271.ab,19086
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/fredrikvirtanen/article20078250.ab,6899
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20072098.ab,3
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/carinabergfeldt/article20072026.ab,359
14-Dec,http://www.aftonbladet.se/nyheter/article20071888.ab,693
14-Dec,http://www.aftonbladet.se/podcast/sport/thoren/article20066200.ab,0
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20064418.ab,278
14-Dec,http://www.aftonbladet.se/nojesbladet/kronikorer/fredrikvirtanen/article20060654.ab,53
14-Dec,http://bloggar.aftonbladet.se/tv-kronikan/2014/12/bla-ogon-ar-sevart-som-sd-skildring/,0
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/anderswestgardh/article20060621.ab,25636
14-Dec,http://www.aftonbladet.se/nyheter/article20060673.ab,1340
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20060676.ab,401
14-Dec,http://www.aftonbladet.se/nyheter/article20058208.ab,2224
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20057717.ab,4721
14-Dec,http://www.aftonbladet.se/nojesbladet/klick/article20057006.ab,75
14-Dec,http://www.aftonbladet.se/nyheter/article20056548.ab,83
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20055332.ab,15
14-Dec,http://www.aftonbladet.se/nyheter/article20054634.ab,262
14-Dec,http://www.aftonbladet.se/nyheter/article20053207.ab,1389
14-Dec,http://www.aftonbladet.se/kultur/article20042384.ab,107969
14-Dec,http://www.aftonbladet.se/nojesbladet/article20046403.ab,17129
14-Dec,http://www.aftonbladet.se/nyheter/article20046360.ab,19
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20045842.ab,4146
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/oisincantwell/article20045581.ab,48
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20045546.ab,49
14-Dec,http://www.aftonbladet.se/nyheter/article20045071.ab,871
14-Dec,http://www.aftonbladet.se/nyheter/article20044444.ab,54
14-Dec,http://www.aftonbladet.se/nyheter/article20043029.ab,109
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20043216.ab,17
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/johannafranden/article20041097.ab,509
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20040880.ab,1768
14-Dec,http://www.aftonbladet.se/nyheter/article20040810.ab,7680
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/evafranchell/article20040800.ab,6233
14-Dec,http://www.aftonbladet.se/debatt/debattamnen/kulturochnoje/article20038819.ab,72
14-Dec,http://www.aftonbladet.se/nyheter/article20040448.ab,3012
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/ingvarpersson/article20036738.ab,70
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20039406.ab,18
14-Dec,http://bloggar.aftonbladet.se/laul/2014/12/vad-det-egentligen-handlar-om/,113
14-Dec,http://www.aftonbladet.se/nyheter/article20032995.ab,393
14-Dec,http://www.aftonbladet.se/nyheter/article20033595.ab,505
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20033386.ab,29
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20032304.ab,0
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20031896.ab,669
14-Dec,http://www.aftonbladet.se/nyheter/article20030993.ab,3730
14-Dec,http://www.aftonbladet.se/kultur/aagard/article20029364.ab,14317
14-Dec,http://www.aftonbladet.se/debatt/debattamnen/varlden/article20024001.ab,481
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/ingvarpersson/article20027555.ab,505
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20027308.ab,8
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20026744.ab,1912
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20027076.ab,25
14-Dec,http://www.aftonbladet.se/nyheter/article20026647.ab,1578
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20026814.ab,31
14-Dec,http://www.aftonbladet.se/nyheter/article20025922.ab,3
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article20025731.ab,9251
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/oisincantwell/article20025389.ab,5282
14-Dec,http://www.aftonbladet.se/nyheter/article20023403.ab,25947
14-Dec,http://www.aftonbladet.se/kultur/article20016026.ab,2361
14-Dec,http://www.aftonbladet.se/debatt/debattamnen/politik/article19987936.ab,2935
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20021792.ab,7
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article20021300.ab,12381
14-Dec,http://www.aftonbladet.se/nyheter/article20021319.ab,5188
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20021097.ab,21821
14-Dec,http://www.aftonbladet.se/nyheter/article20020802.ab,9
14-Dec,http://www.aftonbladet.se/nyheter/article20020619.ab,2084
14-Dec,http://bloggar.aftonbladet.se/sannalundell/2014/12/lucia-och-sverigedemokraterna/,5
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/janguillou/article20018455.ab,6169
14-Dec,http://www.aftonbladet.se/nyheter/article20018077.ab,1409
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/katrinemarcal/article20018015.ab,811
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20017063.ab,171
14-Dec,http://www.aftonbladet.se/nyheter/article20016264.ab,724
14-Dec,http://www.aftonbladet.se/nyheter/article20015364.ab,642
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20014678.ab,830
14-Dec,http://www.aftonbladet.se/nyheter/article20014651.ab,56
14-Dec,http://bloggar.aftonbladet.se/laul/2014/12/lucia-talet-2014/,11
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20014293.ab,664
14-Dec,http://viralt.aftonbladet.se/har-ger-lofven-svar-pa-tal-mot-sd-river-ned-applader-riksdagen/,32237
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20009025.ab,24
14-Dec,http://www.aftonbladet.se/nyheter/article20008561.ab,694
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article20008264.ab,3041
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/ingvarpersson/article20008203.ab,206
14-Dec,http://www.aftonbladet.se/nyheter/article20007813.ab,399
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20007858.ab,25
14-Dec,http://www.aftonbladet.se/nyheter/article20005316.ab,262
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20003099.ab,103
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20000885.ab,241
14-Dec,http://www.aftonbladet.se/nyheter/article20001111.ab,6706
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article20002278.ab,1181
14-Dec,http://www.aftonbladet.se/nojesbladet/article20001215.ab,28
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/ingvarpersson/article19998639.ab,2077
14-Dec,http://www.aftonbladet.se/debatt/debattamnen/politik/article19999545.ab,204
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19997858.ab,51
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/ehsanfadakar/article19996301.ab,403
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/danielswedin/article19996079.ab,57
14-Dec,http://www.aftonbladet.se/nyheter/article19995297.ab,1088
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19995232.ab,52
14-Dec,http://www.aftonbladet.se/kultur/article19994456.ab,1731
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19994910.ab,134
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/evafranchell/article19994005.ab,760
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19993747.ab,12
14-Dec,http://www.aftonbladet.se/debatt/debattamnen/politik/article19993308.ab,625
14-Dec,http://www.aftonbladet.se/nyheter/article19992241.ab,18
14-Dec,http://www.aftonbladet.se/wendela/kvinnaoman/article19987264.ab,661
14-Dec,http://www.aftonbladet.se/nyheter/article19989533.ab,230
14-Dec,http://www.aftonbladet.se/nyheter/article19990700.ab,55
14-Dec,http://www.aftonbladet.se/debatt/debattamnen/politik/article19987480.ab,884
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/evafranchell/article19989373.ab,2467
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/evafranchell/article19989373.ab,1187
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/karinpettersson/article19989335.ab,44627
14-Dec,http://www.aftonbladet.se/nyheter/article19986787.ab,646
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/wolfganghansson/article19987248.ab,366
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19987369.ab,401
14-Dec,http://www.aftonbladet.se/nyheter/article19986771.ab,1170
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19987160.ab,2
14-Dec,http://www.aftonbladet.se/debatt/debattamnen/politik/article19984764.ab,1561
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/anderswestgardh/article19983463.ab,203
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/danielswedin/article19983317.ab,563
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/evafranchell/article19983306.ab,135
14-Dec,http://www.aftonbladet.se/nyheter/article19983188.ab,309
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19983060.ab,6
14-Dec,http://www.aftonbladet.se/nyheter/article19982991.ab,910
14-Dec,http://www.aftonbladet.se/nyheter/article19982932.ab,2056
14-Dec,http://www.aftonbladet.se/nyheter/article19982866.ab,2651
14-Dec,http://www.aftonbladet.se/nyheter/article19982413.ab,6308
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/danielswedin/article19982183.ab,3064
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19981342.ab,268
14-Dec,http://bloggar.aftonbladet.se/janhelin/2014/12/sondagskolumn-123-om-den-mest-dramatiska-nyhetsveckan/,96
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19980605.ab,9850
14-Dec,http://www.aftonbladet.se/nyheter/article19980788.ab,4010
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/katrinemarcal/article19980329.ab,9468
14-Dec,http://www.aftonbladet.se/nyheter/article19979958.ab,335
14-Dec,http://www.aftonbladet.se/nyheter/article19979707.ab,106
14-Dec,http://www.aftonbladet.se/sportbladet/kronikorer/franden/article19979472.ab,7
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19979349.ab,64
14-Dec,http://www.aftonbladet.se/nyheter/article19978678.ab,387
14-Dec,http://www.aftonbladet.se/kultur/article19978208.ab,9147
14-Dec,http://www.aftonbladet.se/nyheter/article19977893.ab,73
14-Dec,http://www.aftonbladet.se/nyheter/article19976174.ab,1489
14-Dec,http://www.aftonbladet.se/nojesbladet/kronikorer/helenatrus/article19977006.ab,5
14-Dec,http://www.aftonbladet.se/nojesbladet/kronikorer/Kristin_Lundell/article19977011.ab,65
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/hannaolsson/article19976902.ab,30
14-Dec,http://www.aftonbladet.se/nyheter/article19974483.ab,2
14-Dec,http://www.aftonbladet.se/nyheter/article19976627.ab,1024
14-Dec,http://www.aftonbladet.se/nyheter/article19974631.ab,252
14-Dec,http://www.aftonbladet.se/nojesbladet/article19975469.ab,12
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19975853.ab,32
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19975342.ab,5
14-Dec,http://www.aftonbladet.se/nyheter/article19973529.ab,1963
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19974936.ab,0
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19974504.ab,7
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19974466.ab,19
14-Dec,http://www.aftonbladet.se/debatt/debattamnen/politik/article19973427.ab,348
14-Dec,http://www.aftonbladet.se/kultur/article19972688.ab,22
