date,article.links,facebook.shares
Nov-14,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article19943010.ab,5242
Nov-14,http://www.aftonbladet.se/nojesbladet/tv/article19942038.ab,521
Nov-14,http://www.aftonbladet.se/nyheter/article19941423.ab,322
Nov-14,http://www.aftonbladet.se/nyheter/article19940323.ab,114
Nov-14,http://www.aftonbladet.se/nyheter/article19938651.ab,149
Nov-14,http://www.aftonbladet.se/nyheter/article19935929.ab,1223
Nov-14,http://www.aftonbladet.se/nyheter/kolumnister/oisincantwell/article19934550.ab,49
Nov-14,http://www.aftonbladet.se/nyheter/article19934050.ab,19187
Nov-14,http://www.aftonbladet.se/nyheter/article19931689.ab,128
Nov-14,http://www.aftonbladet.se/kultur/aagard/article19929709.ab,1455
Nov-14,http://www.aftonbladet.se/kultur/article19929040.ab,43
Nov-14,http://www.aftonbladet.se/debatt/debattamnen/politik/article19929276.ab,1008
Nov-14,http://www.aftonbladet.se/ledare/ledarkronika/ingvarpersson/article19931513.ab,1777
Nov-14,http://www.aftonbladet.se/nyheter/article19930700.ab,168
Nov-14,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article19929208.ab,14182
Nov-14,http://www.aftonbladet.se/nyheter/article19928010.ab,21
Nov-14,http://www.aftonbladet.se/debatt/debattamnen/politik/article19927206.ab,9849
Nov-14,http://www.aftonbladet.se/nyheter/article19923367.ab,267
Nov-14,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article19925557.ab,2576
Nov-14,http://www.aftonbladet.se/nyheter/article19923644.ab,53
Nov-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19923786.ab,786
Nov-14,http://www.aftonbladet.se/nyheter/article19922442.ab,1260
Nov-14,http://www.aftonbladet.se/kultur/aagard/article19917869.ab,1337
Nov-14,http://www.aftonbladet.se/debatt/article19917433.ab,6
Nov-14,http://www.aftonbladet.se/nyheter/article19916882.ab,1048
Nov-14,http://www.aftonbladet.se/nyheter/article19915052.ab,1899
Nov-14,http://www.aftonbladet.se/nyheter/article19908346.ab,119
Nov-14,http://www.aftonbladet.se/nyheter/kolumnister/anderswestgardh/article19907262.ab,73
Nov-14,http://www.aftonbladet.se/ledare/ledarkronika/ingvarpersson/article19906975.ab,306
Nov-14,http://www.aftonbladet.se/nyheter/article19904823.ab,8340
Nov-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19904032.ab,3087
Nov-14,http://www.aftonbladet.se/nyheter/article19903647.ab,82
Nov-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19899525.ab,17820
Nov-14,http://www.aftonbladet.se/nyheter/article19898451.ab,225
Nov-14,http://www.aftonbladet.se/ledare/ledarkronika/danielswedin/article19897446.ab,387
Nov-14,http://www.aftonbladet.se/nyheter/article19896195.ab,1849
Nov-14,http://www.aftonbladet.se/kultur/article19896041.ab,19
Nov-14,http://www.aftonbladet.se/nyheter/article19890369.ab,49
Nov-14,http://www.aftonbladet.se/nyheter/kolumnister/robertaschberg/article19894062.ab,154
Nov-14,http://www.aftonbladet.se/kultur/article19888688.ab,2306
Nov-14,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article19893165.ab,864
Nov-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19891560.ab,1477
Nov-14,http://www.aftonbladet.se/nyheter/article19889789.ab,2049
Nov-14,http://www.aftonbladet.se/nyheter/article19889692.ab,8076
Nov-14,http://www.aftonbladet.se/nyheter/article19884518.ab,324
Nov-14,http://www.aftonbladet.se/nyheter/kolumnister/johanhakelius/article19887010.ab,153
Nov-14,http://www.aftonbladet.se/nyheter/kolumnister/johannafranden/article19886904.ab,242
Nov-14,http://www.aftonbladet.se/nyheter/article19880374.ab,1179
Nov-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19874634.ab,242
Nov-14,http://www.aftonbladet.se/nyheter/article19874226.ab,298
Nov-14,http://www.aftonbladet.se/nyheter/article19872267.ab,684
Nov-14,http://www.aftonbladet.se/nyheter/article19870156.ab,358
Nov-14,http://www.aftonbladet.se/debatt/debattamnen/politik/article19861200.ab,258
Nov-14,http://www.aftonbladet.se/ledare/ledarkronika/ingvarpersson/article19859624.ab,268
Nov-14,http://www.aftonbladet.se/kultur/article19861415.ab,12
Nov-14,http://www.aftonbladet.se/debatt/debattamnen/jamstalldhet/article19858704.ab,1340
Nov-14,http://www.aftonbladet.se/nyheter/article19851685.ab,2
Nov-14,http://www.aftonbladet.se/nyheter/article19851632.ab,9
Nov-14,http://www.aftonbladet.se/ledare/ledarkronika/evafranchell/article19850804.ab,1380
Nov-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19849950.ab,309
Nov-14,http://www.aftonbladet.se/nyheter/article19848084.ab,3010
Nov-14,http://www.aftonbladet.se/nyheter/article19848218.ab,411
Nov-14,http://www.aftonbladet.se/nyheter/article19848330.ab,3
Nov-14,http://www.aftonbladet.se/nyheter/kolumnister/peterkadhammar/article19844812.ab,466
Nov-14,http://www.aftonbladet.se/nyheter/kolumnister/ehsanfadakar/article19844747.ab,148
Nov-14,http://www.aftonbladet.se/nyheter/article19841138.ab,410
Nov-14,http://www.aftonbladet.se/nyheter/article19839961.ab,498
Nov-14,http://www.aftonbladet.se/debatt/debattamnen/politik/article19834516.ab,5695
Nov-14,http://www.aftonbladet.se/ledare/ledarkronika/karinpettersson/article19837266.ab,1402
Nov-14,http://bloggar.aftonbladet.se/laul/2014/11/zatan-vilken-dag/,13
Nov-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19835606.ab,211
Nov-14,http://www.aftonbladet.se/nyheter/article19835584.ab,14
Nov-14,http://www.aftonbladet.se/nyheter/article19833934.ab,147
Nov-14,http://www.aftonbladet.se/nyheter/article19833495.ab,7
Nov-14,http://www.aftonbladet.se/nyheter/article19833375.ab,4079
Nov-14,http://www.aftonbladet.se/nyheter/article19831728.ab,34
Nov-14,http://www.aftonbladet.se/nyheter/article19831194.ab,615
Nov-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19831199.ab,17
Nov-14,http://www.aftonbladet.se/nyheter/article19831218.ab,1056
Nov-14,http://www.aftonbladet.se/nyheter/feature/article19827565.ab,179
Nov-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19828004.ab,236
Nov-14,http://www.aftonbladet.se/nyheter/article19824271.ab,83
Nov-14,http://www.aftonbladet.se/nyheter/article19822538.ab,765
Nov-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19824610.ab,1340
Nov-14,http://www.aftonbladet.se/nyheter/article19819310.ab,242
Nov-14,http://bloggar.aftonbladet.se/omvarlden/2014/11/25-ar-efter-berlinmurens-fall-gor-kommunisterna-gor-comeback/,69
Nov-14,http://bloggar.aftonbladet.se/ledarbloggen/2014/11/sand-in-clownerna/,35
Nov-14,http://bloggar.aftonbladet.se/ledarbloggen/2014/11/om-m-faller-lofven-vad-ska-de-gora-sen/,448
Nov-14,http://www.aftonbladet.se/nyheter/article19812574.ab,355
Nov-14,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article19806307.ab,6804
Nov-14,http://www.aftonbladet.se/ledare/ledarkronika/evafranchell/article19804805.ab,595
Nov-14,http://www.aftonbladet.se/kultur/teater/article19800352.ab,3
Nov-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19800098.ab,103
Nov-14,http://www.aftonbladet.se/nyheter/article19797667.ab,2636
Nov-14,http://www.aftonbladet.se/nyheter/article19794938.ab,130
Nov-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19794945.ab,17
Nov-14,http://www.aftonbladet.se/nyheter/article19789740.ab,45
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article20097912.ab,4163
Dec-14,http://www.aftonbladet.se/nyheter/article20095907.ab,606
Dec-14,http://www.aftonbladet.se/nyheter/article20044402.ab,90
Dec-14,http://www.aftonbladet.se/nyheter/article20090358.ab,1252
Dec-14,http://www.aftonbladet.se/nyheter/article20094076.ab,1401
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/jenniferwegerup/article20095332.ab,10908
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20094401.ab,31
Dec-14,http://www.aftonbladet.se/nyheter/article20094172.ab,451
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20093290.ab,0
Dec-14,http://www.aftonbladet.se/debatt/debattamnen/politik/article20088044.ab,4216
Dec-14,http://www.aftonbladet.se/nyheter/article20090148.ab,22
Dec-14,http://www.aftonbladet.se/nyheter/article20089102.ab,70
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20089187.ab,5
Dec-14,http://www.aftonbladet.se/nyheter/article20082661.ab,547
Dec-14,http://www.aftonbladet.se/nyheter/article20066585.ab,5
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20081797.ab,1
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20081194.ab,736
Dec-14,http://www.aftonbladet.se/nyheter/article20081341.ab,71
Dec-14,http://www.aftonbladet.se/nyheter/article20080998.ab,2328
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/peterkadhammar/article20081052.ab,8291
Dec-14,http://www.aftonbladet.se/nyheter/article20080637.ab,33
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20080683.ab,38
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20080320.ab,3
Dec-14,http://www.aftonbladet.se/nyheter/article20080157.ab,3242
Dec-14,http://www.aftonbladet.se/nyheter/article20079909.ab,127
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20079967.ab,14
Dec-14,http://www.aftonbladet.se/nyheter/article20079640.ab,4315
Dec-14,http://www.aftonbladet.se/nyheter/article20079620.ab,95
Dec-14,http://www.aftonbladet.se/nyheter/article20079399.ab,34
Dec-14,http://www.aftonbladet.se/nyheter/article20079271.ab,19086
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/fredrikvirtanen/article20078250.ab,6899
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20072098.ab,3
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/carinabergfeldt/article20072026.ab,359
Dec-14,http://www.aftonbladet.se/nyheter/article20071888.ab,693
Dec-14,http://www.aftonbladet.se/podcast/sport/thoren/article20066200.ab,0
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20064418.ab,278
Dec-14,http://www.aftonbladet.se/nojesbladet/kronikorer/fredrikvirtanen/article20060654.ab,53
Dec-14,http://bloggar.aftonbladet.se/tv-kronikan/2014/12/bla-ogon-ar-sevart-som-sd-skildring/,0
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/anderswestgardh/article20060621.ab,25636
Dec-14,http://www.aftonbladet.se/nyheter/article20060673.ab,1340
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20060676.ab,401
Dec-14,http://www.aftonbladet.se/nyheter/article20058208.ab,2224
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20057717.ab,4721
Dec-14,http://www.aftonbladet.se/nojesbladet/klick/article20057006.ab,75
Dec-14,http://www.aftonbladet.se/nyheter/article20056548.ab,83
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20055332.ab,15
Dec-14,http://www.aftonbladet.se/nyheter/article20054634.ab,262
Dec-14,http://www.aftonbladet.se/nyheter/article20053207.ab,1389
Dec-14,http://www.aftonbladet.se/kultur/article20042384.ab,107969
Dec-14,http://www.aftonbladet.se/nojesbladet/article20046403.ab,17129
Dec-14,http://www.aftonbladet.se/nyheter/article20046360.ab,19
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20045842.ab,4146
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/oisincantwell/article20045581.ab,48
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20045546.ab,49
Dec-14,http://www.aftonbladet.se/nyheter/article20045071.ab,871
Dec-14,http://www.aftonbladet.se/nyheter/article20044444.ab,54
Dec-14,http://www.aftonbladet.se/nyheter/article20043029.ab,109
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20043216.ab,17
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/johannafranden/article20041097.ab,509
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20040880.ab,1768
Dec-14,http://www.aftonbladet.se/nyheter/article20040810.ab,7680
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/evafranchell/article20040800.ab,6233
Dec-14,http://www.aftonbladet.se/debatt/debattamnen/kulturochnoje/article20038819.ab,72
Dec-14,http://www.aftonbladet.se/nyheter/article20040448.ab,3012
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/ingvarpersson/article20036738.ab,70
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20039406.ab,18
Dec-14,http://bloggar.aftonbladet.se/laul/2014/12/vad-det-egentligen-handlar-om/,113
Dec-14,http://www.aftonbladet.se/nyheter/article20032995.ab,393
Dec-14,http://www.aftonbladet.se/nyheter/article20033595.ab,505
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20033386.ab,29
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20032304.ab,0
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20031896.ab,669
Dec-14,http://www.aftonbladet.se/nyheter/article20030993.ab,3730
Dec-14,http://www.aftonbladet.se/kultur/aagard/article20029364.ab,14317
Dec-14,http://www.aftonbladet.se/debatt/debattamnen/varlden/article20024001.ab,481
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/ingvarpersson/article20027555.ab,505
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20027308.ab,8
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20026744.ab,1912
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20027076.ab,25
Dec-14,http://www.aftonbladet.se/nyheter/article20026647.ab,1578
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20026814.ab,31
Dec-14,http://www.aftonbladet.se/nyheter/article20025922.ab,3
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article20025731.ab,9251
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/oisincantwell/article20025389.ab,5282
Dec-14,http://www.aftonbladet.se/nyheter/article20023403.ab,25947
Dec-14,http://www.aftonbladet.se/kultur/article20016026.ab,2361
Dec-14,http://www.aftonbladet.se/debatt/debattamnen/politik/article19987936.ab,2935
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20021792.ab,7
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article20021300.ab,12381
Dec-14,http://www.aftonbladet.se/nyheter/article20021319.ab,5188
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20021097.ab,21821
Dec-14,http://www.aftonbladet.se/nyheter/article20020802.ab,9
Dec-14,http://www.aftonbladet.se/nyheter/article20020619.ab,2084
Dec-14,http://bloggar.aftonbladet.se/sannalundell/2014/12/lucia-och-sverigedemokraterna/,5
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/janguillou/article20018455.ab,6169
Dec-14,http://www.aftonbladet.se/nyheter/article20018077.ab,1409
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/katrinemarcal/article20018015.ab,811
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20017063.ab,171
Dec-14,http://www.aftonbladet.se/nyheter/article20016264.ab,724
Dec-14,http://www.aftonbladet.se/nyheter/article20015364.ab,642
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20014678.ab,830
Dec-14,http://www.aftonbladet.se/nyheter/article20014651.ab,56
Dec-14,http://bloggar.aftonbladet.se/laul/2014/12/lucia-talet-2014/,11
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20014293.ab,664
Dec-14,http://viralt.aftonbladet.se/har-ger-lofven-svar-pa-tal-mot-sd-river-ned-applader-riksdagen/,32237
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20009025.ab,24
Dec-14,http://www.aftonbladet.se/nyheter/article20008561.ab,694
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article20008264.ab,3041
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/ingvarpersson/article20008203.ab,206
Dec-14,http://www.aftonbladet.se/nyheter/article20007813.ab,399
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20007858.ab,25
Dec-14,http://www.aftonbladet.se/nyheter/article20005316.ab,262
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article20003099.ab,103
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20000885.ab,241
Dec-14,http://www.aftonbladet.se/nyheter/article20001111.ab,6706
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article20002278.ab,1181
Dec-14,http://www.aftonbladet.se/nojesbladet/article20001215.ab,28
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/ingvarpersson/article19998639.ab,2077
Dec-14,http://www.aftonbladet.se/debatt/debattamnen/politik/article19999545.ab,204
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19997858.ab,51
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/ehsanfadakar/article19996301.ab,403
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/danielswedin/article19996079.ab,57
Dec-14,http://www.aftonbladet.se/nyheter/article19995297.ab,1088
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19995232.ab,52
Dec-14,http://www.aftonbladet.se/kultur/article19994456.ab,1731
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19994910.ab,134
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/evafranchell/article19994005.ab,760
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19993747.ab,12
Dec-14,http://www.aftonbladet.se/debatt/debattamnen/politik/article19993308.ab,625
Dec-14,http://www.aftonbladet.se/nyheter/article19992241.ab,18
Dec-14,http://www.aftonbladet.se/wendela/kvinnaoman/article19987264.ab,661
Dec-14,http://www.aftonbladet.se/nyheter/article19989533.ab,230
Dec-14,http://www.aftonbladet.se/nyheter/article19990700.ab,55
Dec-14,http://www.aftonbladet.se/debatt/debattamnen/politik/article19987480.ab,884
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/evafranchell/article19989373.ab,2467
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/evafranchell/article19989373.ab,1187
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/karinpettersson/article19989335.ab,44627
Dec-14,http://www.aftonbladet.se/nyheter/article19986787.ab,646
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/wolfganghansson/article19987248.ab,366
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19987369.ab,401
Dec-14,http://www.aftonbladet.se/nyheter/article19986771.ab,1170
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19987160.ab,2
Dec-14,http://www.aftonbladet.se/debatt/debattamnen/politik/article19984764.ab,1561
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/anderswestgardh/article19983463.ab,203
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/danielswedin/article19983317.ab,563
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/evafranchell/article19983306.ab,135
Dec-14,http://www.aftonbladet.se/nyheter/article19983188.ab,309
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19983060.ab,6
Dec-14,http://www.aftonbladet.se/nyheter/article19982991.ab,910
Dec-14,http://www.aftonbladet.se/nyheter/article19982932.ab,2056
Dec-14,http://www.aftonbladet.se/nyheter/article19982866.ab,2651
Dec-14,http://www.aftonbladet.se/nyheter/article19982413.ab,6308
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/danielswedin/article19982183.ab,3064
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19981342.ab,268
Dec-14,http://bloggar.aftonbladet.se/janhelin/2014/12/sondagskolumn-123-om-den-mest-dramatiska-nyhetsveckan/,96
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19980605.ab,9850
Dec-14,http://www.aftonbladet.se/nyheter/article19980788.ab,4010
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/katrinemarcal/article19980329.ab,9468
Dec-14,http://www.aftonbladet.se/nyheter/article19979958.ab,335
Dec-14,http://www.aftonbladet.se/nyheter/article19979707.ab,106
Dec-14,http://www.aftonbladet.se/sportbladet/kronikorer/franden/article19979472.ab,7
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19979349.ab,64
Dec-14,http://www.aftonbladet.se/nyheter/article19978678.ab,387
Dec-14,http://www.aftonbladet.se/kultur/article19978208.ab,9147
Dec-14,http://www.aftonbladet.se/nyheter/article19977893.ab,73
Dec-14,http://www.aftonbladet.se/nyheter/article19976174.ab,1489
Dec-14,http://www.aftonbladet.se/nojesbladet/kronikorer/helenatrus/article19977006.ab,5
Dec-14,http://www.aftonbladet.se/nojesbladet/kronikorer/Kristin_Lundell/article19977011.ab,65
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/hannaolsson/article19976902.ab,30
Dec-14,http://www.aftonbladet.se/nyheter/article19974483.ab,2
Dec-14,http://www.aftonbladet.se/nyheter/article19976627.ab,1024
Dec-14,http://www.aftonbladet.se/nyheter/article19974631.ab,252
Dec-14,http://www.aftonbladet.se/nojesbladet/article19975469.ab,12
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19975853.ab,32
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19975342.ab,5
Dec-14,http://www.aftonbladet.se/nyheter/article19973529.ab,1963
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19974936.ab,0
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19974504.ab,7
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19974466.ab,19
