date,article.links,facebook.shares
Mar-15,http://bloggar.aftonbladet.se/ledarbloggen/2015/03/ska-det-inte-straffa-sig-att-vara-sjuk-langre/,195
Mar-15,http://www.aftonbladet.se/nojesbladet/musik/article20485736.ab,192
Mar-15,http://www.aftonbladet.se/nyheter/article20505185.ab,128
Mar-15,http://www.aftonbladet.se/sportbladet/kronikorer/erikniva/dokument/article20443587.ab,126
Mar-15,http://www.aftonbladet.se/nyheter/kolumnister/henriktorehammar/article20522823.ab,124
Mar-15,http://www.aftonbladet.se/ledare/ledarkronika/ingvarpersson/article20510616.ab,118
Mar-15,http://www.aftonbladet.se/nyheter/kolumnister/patriklundberg/article20491588.ab,113
Mar-15,http://www.aftonbladet.se/nyheter/article20515961.ab,111
Mar-15,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20521422.ab,94
Mar-15,http://www.aftonbladet.se/nyheter/article20480404.ab,87
Mar-15,http://www.aftonbladet.se/nyheter/article20514653.ab,83
Mar-15,http://www.aftonbladet.se/nojesbladet/kronikorer/fredrikvirtanen/article20547533.ab,76
Mar-15,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20484409.ab,61
Mar-15,http://www.aftonbladet.se/nyheter/article20542883.ab,57
Mar-15,http://www.aftonbladet.se/nyheter/article20506288.ab,30
Mar-15,http://www.aftonbladet.se/nyheter/article20515389.ab,28
Mar-15,http://www.aftonbladet.se/nyheter/article20447699.ab,11
Mar-15,http://www.aftonbladet.se/nyheter/article20399673.ab,8
