date,article.links,facebook.shares
Sep-15,http://www.aftonbladet.se/ledare/ledarkronika/evafranchell/article21391590.ab,26
Sep-15,http://www.aftonbladet.se/nyheter/article21386442.ab,30302
Sep-15,http://www.aftonbladet.se/debatt/debattamnen/samhalle/article21376475.ab,8315
Sep-15,http://www.aftonbladet.se/nyheter/samhalle/article21375311.ab,189
Sep-15,http://www.aftonbladet.se/nyheter/paflykt/article21371316.ab,1783
Sep-15,http://www.aftonbladet.se/nyheter/kolumnister/janguillou/article21370288.ab,4969
Sep-15,http://www.aftonbladet.se/nyheter/samhalle/article21367499.ab,2705
Sep-15,http://www.aftonbladet.se/debatt/article21363713.ab,4140
Sep-15,http://www.aftonbladet.se/nyheter/article21365808.ab,40
Sep-15,http://www.aftonbladet.se/sportbladet/kronikorer/robertlaul/article21365411.ab,612
Sep-15,http://www.aftonbladet.se/nyheter/kolumnister/johannafranden/article21360629.ab,733
Sep-15,http://www.aftonbladet.se/ledare/ledarkronika/evafranchell/article21360180.ab,1921
Sep-15,http://www.aftonbladet.se/nyheter/article21349903.ab,23
Sep-15,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article21352422.ab,15183
Sep-15,http://www.aftonbladet.se/nyheter/article21352437.ab,1066
Sep-15,http://www.aftonbladet.se/nyheter/kolumnister/wolfganghansson/article21344703.ab,6511
Sep-15,http://www.aftonbladet.se/nyheter/article21351581.ab,538
Sep-15,http://www.aftonbladet.se/nyheter/article21324127.ab,7
Sep-15,http://www.aftonbladet.se/debatt/debattamnen/familj/article21345763.ab,138
Sep-15,http://www.aftonbladet.se/ledare/ledarkronika/danielswedin/article21341588.ab,89
