enabled,VOIP Numbers,From $0.99 per month.,Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,New | English - Spanish browser - search,03. VOIP Number,approved,4.16%,Clicks,0.00%,40981,1704,"13,539.83",4.16%,7.95,24,564.16,1.41%,88
enabled,Get a local phone number,"In the US, from $0.99/month.",Answer calls anywhere worldwide!,sonetel.com/phone-number,,http://sonetel.com/en/l/phone-number/,http://sonetel.com/en/l/phone-number/,,,,New | English - Internat. - search,Phone Number - US,approved,3.88%,Clicks,0.00%,61614,2389,"20,380.64",3.88%,8.53,69,295.37,2.89%,40
enabled,Virtual phone numbers,"In Canada, from $1.49/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Internat. - search,Virtual Phone Number - Canada,approved,3.68%,Clicks,0.00%,17215,634,"7,711.94",3.68%,12.16,26,296.61,4.10%,18
enabled,Virtual phone numbers,"In the US, from $0.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Internat. - search,Virtual Phone Number - US,approved,3.65%,Clicks,0.00%,120496,4393,"48,878.74",3.65%,11.13,122,400.65,2.78%,44
enabled,Virtual phone numbers,From $0.99 per month.,Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - India - search,03. Virtual Phone Number,approved,3.64%,Clicks,0.00%,146325,5325,"22,711.30",3.64%,4.27,93,244.21,1.75%,79
enabled,Virtual phone numbers,"In the UK, from $1.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Internat. - search,Virtual Phone Number - UK,approved,3.63%,Clicks,0.00%,29823,1082,"13,179.52",3.63%,12.18,30,439.32,2.77%,46
enabled,Virtual number forwarding,"In the US, from €0.90/month.",Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Europe - search,Call Forwarding - US,approved,3.49%,Clicks,0.00%,11932,416,"9,380.20",3.49%,22.55,23,407.83,5.53%,8
enabled,Virtual number forwarding,"In the UK, from €1.80/month.",Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Europe - search,Call Forwarding - UK,approved,3.47%,Clicks,0.00%,51395,1783,"26,005.70",3.47%,14.59,90,288.95,5.05%,11
enabled,Virtual phone numbers,"In Canada, from $1.49/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - North America - search,Virtual Phone Number - Canada,approved,3.46%,Clicks,0.00%,172845,5982,"66,450.38",3.46%,11.11,193,344.3,3.23%,34
enabled,Virtual number forwarding,Buy local phone number from $0.99.,Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Africa - search,02. Call Forwarding,approved,3.42%,Clicks,0.00%,46387,1588,"11,083.60",3.42%,6.98,42,263.9,2.64%,51
enabled,Virtual phone number,From $0.99 per month.,Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Internat. - search,03. Virtual Phone Number,approved,3.35%,Clicks,0.00%,548831,18368,"143,648.65",3.35%,7.82,429,334.85,2.34%,56
enabled,Virtual number forwarding,"In the US, from $0.99/month.",Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - India - search,Call Forwarding - US,approved,3.26%,Clicks,0.00%,28296,923,"9,710.07",3.26%,10.52,40,242.75,4.33%,16
enabled,Get a local phone number,"In the US, from €0.90/month.",Answer calls anywhere worldwide!,sonetel.com/phone-number,,http://sonetel.com/en/l/phone-number/,http://sonetel.com/en/l/phone-number/,,,,New | English - Europe - search,Phone Number - US,approved,3.25%,Clicks,0.00%,60073,1951,"20,952.94",3.25%,10.74,63,332.59,3.23%,33
enabled,Virtual phone numbers,From $0.99 per month.,Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Internat. - search,03. Virtual Phone Number,approved,3.23%,Clicks,0.00%,651364,21046,"155,899.30",3.23%,7.41,455,342.64,2.16%,62
enabled,Virtual phone numbers,From $0.99 per month.,Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Spanish browser - search,03. Virtual Phone Number,approved,3.15%,Clicks,0.00%,727257,22936,"150,221.80",3.15%,6.55,444,338.34,1.94%,72
enabled,Virtual phone numbers,"In the UK, from €1.80/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Europe - search,Virtual Phone Number - UK,approved,3.14%,Clicks,0.00%,52687,1655,"21,675.24",3.14%,13.1,67,323.51,4.05%,19
enabled,Virtual phone number,From $0.99 per month.,Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Africa - search,03. Virtual Phone Number,approved,3.03%,Clicks,0.00%,61088,1850,"9,740.28",3.03%,5.27,41,237.57,2.22%,58
enabled,Virtual phone numbers,From $0.99 per month.,Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Africa - search,03. Virtual Phone Number,approved,3.03%,Clicks,0.00%,105623,3202,"15,067.46",3.03%,4.71,66,228.29,2.06%,66
enabled,Virtual number forwarding,Buy local phone number from $0.99.,Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Spanish browser - search,02. Call Forwarding,approved,3.02%,Clicks,0.00%,41732,1260,"14,055.50",3.02%,11.16,45,312.34,3.57%,27
enabled,VOIP numbers Worldwide,"From €0,90 per month.",Try free now!,sonetel.com/voip-number,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,New | English - Europe - search,03. VOIP Number,approved,2.82%,Clicks,0.00%,79285,2234,"15,827.64",2.82%,7.08,30,527.59,1.34%,89
enabled,Low Cost VOIP numbers,"From €0,90 per month.",Try free now!,sonetel.com/voip-number,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,New | English - Europe - search,03. VOIP Number,approved,2.81%,Clicks,0.00%,106301,2992,"20,065.84",2.81%,6.71,24,836.08,0.80%,102
enabled,Virtual phone number,"From €0,90 per month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Europe - search,03. Virtual Phone Number,approved,2.79%,Clicks,0.00%,47002,1312,"11,824.55",2.79%,9.01,39,303.19,2.97%,38
enabled,Virtual phone numbers,From $0.99 per month.,Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New English - Russian browser - search,03. Virtual Phone Number,approved,2.76%,Clicks,0.00%,305483,8436,"43,219.71",2.76%,5.12,71,608.73,0.84%,100
enabled,VOIP phone numbers,"From €0,90 per month.",Try free now!,sonetel.com/voip-number,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,New | English - Europe - search,03. VOIP Number,approved,2.75%,Clicks,0.00%,118233,3253,"21,900.05",2.75%,6.73,41,534.15,1.26%,90
enabled,Virtual Phone Numbers,"From €0,90 per month.",Try free now!,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Europe - search,03. Virtual Phone Number,approved,2.74%,Clicks,0.00%,320019,8760,"76,912.67",2.74%,8.78,173,444.58,1.97%,68
enabled,Virtual Phone Number,"From €0,90 per month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Europe - search,03. Virtual Phone Number,approved,2.72%,Clicks,0.00%,741571,20148,"175,572.13",2.72%,8.71,425,413.11,2.11%,64
enabled,Phone numbers,"In the US, from $0.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/phone-number/,http://sonetel.com/en/l/phone-number/,,,,New | English - Internat. - search,Phone Number - US,approved,2.72%,Clicks,0.00%,42144,1148,"9,487.42",2.72%,8.26,22,431.25,1.92%,73
enabled,Buy a VOIP number,"From €0,90 per month.",Answer calls anywhere.,sonetel.com/voip-number,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,New | English - Europe - search,03. VOIP Number,approved,2.64%,Clicks,0.00%,271081,7147,"57,210.02",2.64%,8,128,446.95,1.79%,77
enabled,Virtual telephone number,From $0.99 per month.,Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Internat. - search,03. Virtual Phone Number,approved,2.64%,Clicks,0.00%,229363,6061,"41,334.28",2.64%,6.82,105,393.66,1.73%,80
enabled,Forwarding Number,Virtual number from $0.99 a month.,Try for free now!,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,,,,,S 2.0 | English | USA | call forwarding number,#NAME?,approved,2.61%,Clicks,0.00%,53561,1396,"15,349.06",2.61%,11,37,414.84,2.65%,50
enabled,Virtual phone numbers,"From €0,90 per month.",Try free now!,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Europe - search,03. Virtual Phone Number,approved,2.61%,Clicks,0.00%,859968,22413,"201,135.53",2.61%,8.97,462,435.36,2.06%,67
enabled,Phone numbers,"In the US, from $0.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/phone-number/,http://sonetel.com/en/l/phone-number/,,,,New | English - North America - search,Phone Number - US,approved,2.59%,Clicks,0.00%,83128,2156,"14,884.32",2.59%,6.9,25,595.37,1.16%,93
enabled,VOIP telephone numbers,"From €0,90 per month.",Try free now!,sonetel.com/voip-number,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,New | English - Europe - search,03. VOIP Number,approved (limited),2.57%,Clicks,0.00%,120803,3103,"19,190.64",2.57%,6.18,38,505.02,1.22%,92
enabled,VOIP phone number,"From €0,90 per month.",Try free now!,sonetel.com/voip-number,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,New | English - Europe - search,03. VOIP Number,approved,2.54%,Clicks,0.00%,67781,1725,"12,715.01",2.54%,7.37,26,489.04,1.51%,87
enabled,Get a VOIP number,"From €0,90 per month.",Try free now!,sonetel.com/voip-number,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,New | English - Europe - search,03. VOIP Number,approved,2.53%,Clicks,0.00%,142850,3618,"32,541.50",2.53%,8.99,64,508.46,1.77%,78
enabled,Virtual number forwarding,Buy local phone number from $0.99.,Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Australia - search,02. Call Forwarding,approved,2.50%,Clicks,0.00%,26944,673,"10,230.21",2.50%,15.2,27,378.9,4.01%,20
enabled,Virtual number forwarding,Buy local phone number from $0.99.,Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Internat. - search,02. Call Forwarding,approved,2.50%,Clicks,0.00%,275954,6896,"72,483.72",2.50%,10.51,178,407.21,2.58%,52
enabled,Buy a VOIP number,"From €0,90 per month.",Try free now!,sonetel.com/voip-number,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,New | English - Europe - search,03. VOIP Number,approved,2.48%,Clicks,0.00%,194991,4841,"35,203.31",2.48%,7.27,80,440.04,1.65%,83
enabled,Virtual Telephone Numbers,"From €0,90 per month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Europe - search,03. Virtual Phone Number,approved,2.47%,Clicks,0.00%,440836,10887,"89,631.10",2.47%,8.23,207,433,1.90%,74
enabled,Get a VOIP number,"In the UK, from $1.99/month.",Answer calls anywhere worldwide!,sonetel.com/voip-number,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,New | English - Internat. - search,VOIP Number - UK,approved,2.39%,Clicks,0.00%,68961,1648,"11,981.84",2.39%,7.27,28,427.92,1.70%,81
enabled,Virtual Number Forwarding,"Buy local phone number from €0,90.",Try free now!,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Europe - search,02. Call Forwarding,approved,2.37%,Clicks,0.00%,150902,3575,"54,413.57",2.37%,15.22,134,406.07,3.75%,25
enabled,Virtual number forwarding,"Buy local phone number from €0,90.",Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Europe - search,02. Call Forwarding,approved,2.36%,Clicks,0.00%,238922,5631,"85,939.13",2.36%,15.26,196,438.46,3.48%,29
enabled,Virtual number forwarding,Buy local phone number from $0.99.,Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - India - search,02. Call Forwarding,approved,2.28%,Clicks,0.00%,50841,1159,"7,810.30",2.28%,6.74,24,325.43,2.07%,65
enabled,Get a local phone number,"In the UK, from $1.99/month.",Answer calls anywhere worldwide!,sonetel.com/phone-number,,http://sonetel.com/en/l/phone-number/,http://sonetel.com/en/l/phone-number/,,,,New | English - Internat. - search,Phone Number - UK,approved,2.22%,Clicks,0.00%,101283,2244,"12,343.41",2.22%,5.5,34,363.04,1.52%,86
enabled,Get a Forwarding Number,"Buy local phone number from €0,90.",Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - Europe - search,02. Call Forwarding,approved,2.20%,Clicks,0.00%,99160,2182,"28,353.40",2.20%,12.99,51,555.95,2.34%,55
enabled,Get a VOIP number,"In the UK, from €1.80/month.",Answer calls anywhere worldwide!,sonetel.com/voip-number,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,New | English - Europe - search,VOIP Number - UK,approved,2.15%,Clicks,0.00%,95174,2047,"21,482.58",2.15%,10.49,57,376.89,2.78%,45
enabled,Get a local phone number,"In the UK, from €1.80/month.",Answer calls anywhere worldwide!,sonetel.com/phone-number,,http://sonetel.com/en/l/phone-number/,http://sonetel.com/en/l/phone-number/,,,,New | English - Europe - search,Phone Number - UK,approved,2.12%,Clicks,0.00%,122320,2595,"16,252.25",2.12%,6.26,21,773.92,0.81%,101
enabled,Virtual telephone numbers,From $0.99 per month.,Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - North America - search,03. Virtual Phone Number,approved,2.09%,Clicks,0.00%,421182,8807,"105,369.09",2.09%,11.96,287,367.14,3.26%,32
enabled,Virtual number forwarding,"In the UK, from $1.99/month.",Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - North America - search,Call Forwarding - UK,approved,2.08%,Clicks,0.00%,41978,875,"19,941.14",2.08%,22.79,61,326.9,6.97%,2
enabled,Virtual phone numbers,From $0.99 per month.,Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - North America - search,03. Virtual Phone Number,approved,2.05%,Clicks,0.00%,1235543,25370,"306,673.42",2.05%,12.09,849,361.22,3.35%,30
enabled,Virtual phone numbers,From $0.99 per month.,Try free now!,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - North America - search,03. Virtual Phone Number,approved,2.05%,Clicks,0.00%,961525,19702,"209,047.29",2.05%,10.61,593,352.52,3.01%,37
enabled,Virtual telephone numbers,From $0.99 per month.,Try free now!,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - North America - search,03. Virtual Phone Number,approved,1.98%,Clicks,0.00%,255914,5076,"58,776.08",1.98%,11.58,159,369.66,3.13%,36
enabled,Virtual telephone numbers,From $0.99 per month.,Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - North America - search,03. Virtual Phone Number,approved,1.96%,Clicks,0.00%,61916,1212,"13,660.49",1.96%,11.27,44,310.47,3.63%,26
enabled,Get a VOIP number,From $0.99 per month.,Answer calls anywhere worldwide!,sonetel.com/voip-number,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,New | English - Internat. - search,03. VOIP Number,approved,1.94%,Clicks,0.00%,577077,11176,"53,113.49",1.94%,4.75,121,438.95,1.08%,98
enabled,Phone numbers,"In the US, from $0.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/phone-number/,http://sonetel.com/en/l/phone-number/,,,,New | English - Australia - search,Phone Number - US,approved,1.61%,Clicks,0.00%,101857,1644,"23,859.18",1.61%,14.51,47,507.64,2.86%,43
enabled,Get a VOIP number,"In France, from €1.80/month.",Answer calls anywhere worldwide!,sonetel.com/voip-number,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,New | English - Europe - search,VOIP Number - France,approved,1.52%,Clicks,0.00%,87386,1332,"8,765.51",1.52%,6.58,22,398.43,1.65%,82
enabled,Get a VOIP number,"In Canada, from $1.49/month.",Answer calls anywhere worldwide!,sonetel.com/voip-number,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,New | English - Internat. - search,VOIP Number - Canada,approved,1.38%,Clicks,0.00%,153542,2114,"11,657.49",1.38%,5.51,41,284.33,1.94%,71
enabled,Virtual telephone numbers,From $0.99 per month.,Try free now!,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,New | English - North America - search,03. Virtual Phone Number,approved,1.25%,Clicks,0.00%,249896,3122,"37,978.40",1.25%,12.16,86,441.61,2.75%,47
