"","Store","Brand","Type","Gender","Size","Color","Category","Sales.Price","Date","Time","Loyalty","Month","NA."
"60","Rotterdam","Adidas","Ultra Boost","Female","36","Yellow","Shoe",139,2015-07-20,1899-12-30 15:40:55,"37879",7,30
"61","Tokyo","Asics","WB1820","Female","38","Yellow","Pants",89,2015-07-20,1899-12-30 08:29:46,"50347",7,30
"62","Tokyo","Nike","Pro Fierce","Female","85C","Yellow","Bra",149,2015-07-20,1899-12-30 10:58:05,"---",7,30
"63","Tokyo","Asics","WB1820","Female","38","Yellow","Pants",89,2015-07-20,1899-12-30 19:45:08,"---",7,30
"64","Tokyo","Nike","Pro Fierce","Female","85A","Yellow","Bra",149,2015-07-20,1899-12-30 22:29:17,"57700",7,30
"65","Tokyo","Adidas","Rocket Boost","Male","46","Yellow","Shoe",110,2015-07-20,1899-12-30 17:19:06,"---",7,30
"66","Tokyo","Nike","Pro Fierce","Female","85A","Yellow","Bra",149,2015-07-21,1899-12-30 18:47:32,"47183",7,30
"67","Tokyo","Asics","WB1820","Female","44","Yellow","Pants",89,2015-07-21,1899-12-30 19:32:10,"45992",7,30
"68","Tokyo","Nike","Pro Fierce","Female","85D","Yellow","Bra",149,2015-07-21,1899-12-30 19:43:41,"---",7,30
"69","Tokyo","Nike","Pro Fierce","Female","70E","Yellow","Bra",149,2015-07-21,1899-12-30 20:58:34,"---",7,30
"70","Rotterdam","Nike","Free 5.0","Male","38","Yellow","Shoe",239,2015-07-21,1899-12-30 09:32:44,"35003",7,30
"71","Tokyo","Asics","WB1820","Female","44","Yellow","Pants",89,2015-07-21,1899-12-30 12:24:33,"35031",7,30
"72","Rotterdam","Nike","Free 5.0","Female","40","Yellow","Shoe",239,2015-07-21,1899-12-30 12:55:39,"---",7,30
"73","Tokyo","Asics","WB1820","Female","41","Yellow","Pants",89,2015-07-21,1899-12-30 13:34:55,"---",7,30
"74","Tokyo","Asics","WB1820","Female","36","Yellow","Pants",89,2015-07-21,1899-12-30 17:14:11,"---",7,30
"75","Tokyo","Asics","WB1820","Female","37","Yellow","Pants",89,2015-07-21,1899-12-30 17:35:28,"32343",7,30
"76","Tokyo","Nike","Pro Classic","Female","90D","Yellow","Bra",100,2015-07-21,1899-12-30 15:10:05,"---",7,30
"77","Tokyo","Asics","WB1820","Female","46","Yellow","Pants",89,2015-07-21,1899-12-30 23:09:36,"57454",7,30
"78","Tokyo","Adidas","Boston 5","Male","36","Yellow","Shoe",125,2015-07-21,1899-12-30 11:24:00,"50609",7,30
"79","Tokyo","Adidas","Rocket Boost","Male","43","Yellow","Shoe",110,2015-07-21,1899-12-30 09:40:55,"44944",7,30
"80","Tokyo","Asics","WB1820","Female","46","Yellow","Pants",89,2015-07-22,1899-12-30 21:15:51,"---",7,30
"81","Tokyo","Asics","WB1820","Female","37","Yellow","Pants",89,2015-07-22,1899-12-30 22:24:58,"40013",7,30
"82","Rotterdam","Asics","WB1820","Female","36","Yellow","Pants",89,2015-07-22,1899-12-30 17:30:33,"31260",7,30
"83","Rotterdam","Asics","WB1820","Female","42","Yellow","Pants",89,2015-07-22,1899-12-30 17:32:11,"---",7,30
"84","Tokyo","Adidas","Boston 5","Male","46","Yellow","Shoe",125,2015-07-22,1899-12-30 15:18:00,"---",7,30
"85","Tokyo","Asics","WB1820","Female","37","Yellow","Pants",89,2015-07-23,1899-12-30 16:40:48,"---",7,30
"86","Tokyo","Asics","WB1820","Female","44","Yellow","Pants",89,2015-07-23,1899-12-30 19:13:27,"49656",7,30
"87","Rotterdam","Nike","Pro Fierce","Female","65C","Yellow","Bra",149,2015-07-23,1899-12-30 09:47:28,"---",7,30
"88","Rotterdam","Asics","WB1820","Female","37","Yellow","Pants",89,2015-07-23,1899-12-30 12:55:39,"32309",7,30
"89","Rotterdam","Nike","Pro Fierce","Female","65F","Yellow","Bra",149,2015-07-23,1899-12-30 13:18:33,"---",7,30
"90","Rotterdam","Adidas","Boston 5","Male","43","Yellow","Shoe",125,2015-07-23,1899-12-30 14:01:06,"32773",7,30
"91","Tokyo","Asics","WB1820","Female","38","Yellow","Pants",89,2015-07-23,1899-12-30 08:57:08,"---",7,30
"92","Tokyo","Nike","Free 5.0","Male","42","Yellow","Shoe",239,2015-07-23,1899-12-30 09:00:00,"51197",7,30
"93","Tokyo","Nike","Pro Fierce","Female","85B","Yellow","Bra",149,2015-07-23,1899-12-30 18:01:27,"56880",7,30
"94","Tokyo","Adidas","Ultra Boost","Male","37","Yellow","Shoe",139,2015-07-23,1899-12-30 11:30:33,"---",7,30
"95","Tokyo","Adidas","Ultra Boost","Male","37","Yellow","Shoe",139,2015-07-23,1899-12-30 13:16:55,"56514",7,30
"96","Tokyo","Asics","Cummulus 17","Male","44","Yellow","Shoe",159,2015-07-24,1899-12-30 07:23:32,"---",7,30
"97","Tokyo","Nike","Pro Fierce","Female","80D","Yellow","Bra",149,2015-07-24,1899-12-30 11:22:34,"46370",7,30
"98","Tokyo","Nike","Pro Fierce","Female","65C","Yellow","Bra",149,2015-07-24,1899-12-30 12:10:05,"47505",7,30
"99","Tokyo","Asics","WB1820","Female","36","Yellow","Pants",89,2015-07-24,1899-12-30 12:40:20,"40103",7,30
"100","Rotterdam","Asics","WB1820","Female","43","Yellow","Pants",89,2015-07-24,1899-12-30 11:42:00,"---",7,30
"101","Rotterdam","Nike","Pro Hero","Female","85F","Yellow","Bra",99,2015-07-24,1899-12-30 13:43:06,"---",7,30
"102","Rotterdam","Nike","Pro Fierce","Female","70B","Yellow","Bra",149,2015-07-24,1899-12-30 17:15:50,"35809",7,30
"103","Rotterdam","Nike","Pro Fierce","Female","75E","Yellow","Bra",149,2015-07-24,1899-12-30 17:42:00,"36438",7,30
"104","Tokyo","Nike","Free 5.0","Female","46","Yellow","Shoe",239,2015-07-24,1899-12-30 15:34:34,"57733",7,30
"105","Tokyo","Asics","WB1820","Female","40","Yellow","Pants",89,2015-07-24,1899-12-30 18:40:20,"53564",7,30
"106","Tokyo","Nike","Pro Fierce","Female","75E","Yellow","Bra",149,2015-07-24,1899-12-30 20:12:29,"50780",7,30
"107","Tokyo","Nike","Pro Indy","Female","90E","Yellow","Bra",123,2015-07-24,1899-12-30 23:05:17,"58787",7,30
"108","Tokyo","Asics","WB1820","Female","39","Yellow","Pants",89,2015-07-24,1899-12-30 23:26:53,"51081",7,30
"109","Tokyo","Adidas","Ultra Boost","Female","44","Yellow","Shoe",139,2015-07-24,1899-12-30 16:00:33,"53178",7,30
"110","Tokyo","Asics","WB1820","Female","39","Yellow","Pants",89,2015-07-25,1899-12-30 10:00:29,"---",7,30
"111","Tokyo","Asics","WB1820","Female","42","Yellow","Pants",89,2015-07-25,1899-12-30 15:40:20,"49201",7,30
"112","Rotterdam","Asics","WB1820","Female","39","Yellow","Pants",89,2015-07-25,1899-12-30 09:32:44,"39894",7,30
"113","Rotterdam","Asics","WB1820","Female","37","Yellow","Pants",89,2015-07-25,1899-12-30 10:34:55,"32258",7,30
"114","Rotterdam","Nike","Pro Fierce","Female","80F","Yellow","Bra",149,2015-07-25,1899-12-30 12:58:55,"---",7,30
"115","Rotterdam","Nike","Free 5.0","Male","39","Yellow","Shoe",239,2015-07-25,1899-12-30 15:01:39,"32428",7,30
"116","Rotterdam","Nike","Free 5.0","Male","37","Yellow","Shoe",239,2015-07-25,1899-12-30 15:31:06,"38699",7,30
"117","Rotterdam","Asics","WB1820","Female","44","Yellow","Pants",89,2015-07-25,1899-12-30 16:18:33,"32749",7,30
"118","Tokyo","Nike","Pro Fierce","Female","85E","Yellow","Bra",149,2015-07-25,1899-12-30 16:36:29,"50908",7,30
"119","Tokyo","Nike","Air Zoom","Female","42","Yellow","Shoe",230,2015-07-25,1899-12-30 17:08:10,"---",7,30
"120","Tokyo","Asics","Nimbus 17","Female","41","Yellow","Shoe",128,2015-07-25,1899-12-30 17:19:41,"---",7,30
"121","Tokyo","Nike","Pro Indy","Female","65C","Yellow","Bra",123,2015-07-25,1899-12-30 17:28:20,"51081",7,30
"122","Tokyo","Nike","Air Zoom","Male","39","Yellow","Shoe",220,2015-07-25,1899-12-30 19:16:20,"53896",7,30
"123","Tokyo","Nike","Air Zoom","Female","46","Yellow","Shoe",230,2015-07-25,1899-12-30 20:48:29,"---",7,30
"124","Tokyo","Asics","Gel Quantics ","Male","44","Yellow","Shoe",120,2015-07-26,1899-12-30 14:28:20,"43891",7,31
"125","Tokyo","Asics","WB1820","Female","45","Yellow","Pants",89,2015-07-26,1899-12-30 15:27:22,"---",7,31
"126","Tokyo","Nike","Pro Classic","Female","65C","Yellow","Bra",100,2015-07-26,1899-12-30 16:00:29,"41082",7,31
"127","Tokyo","Asics","WB1820","Female","38","Yellow","Pants",89,2015-07-26,1899-12-30 18:02:53,"---",7,31
"128","Rotterdam","Nike","Pro Fierce","Female","65C","Yellow","Bra",149,2015-07-26,1899-12-30 14:09:17,"---",7,31
"129","Rotterdam","Nike","Air Zoom","Male","36","Yellow","Shoe",220,2015-07-26,1899-12-30 17:30:33,"35933",7,31
"130","Rotterdam","Asics","WB1820","Female","38","Yellow","Pants",89,2015-07-26,1899-12-30 17:30:33,"---",7,31
"131","Tokyo","Nike","Air Zoom","Male","44","Yellow","Shoe",220,2015-07-26,1899-12-30 12:36:00,"---",7,31
"132","Tokyo","Adidas","Rocket Boost","Male","46","Yellow","Shoe",110,2015-07-26,1899-12-30 12:21:17,"42645",7,31
"133","Tokyo","Adidas","Boston 5","Female","36","Yellow","Shoe",120,2015-07-26,1899-12-30 11:14:11,"---",7,31
"134","Tokyo","Asics","WB1820","Female","44","Yellow","Pants",89,2015-07-27,1899-12-30 14:42:44,"48918",7,31
"135","Tokyo","Asics","WB1820","Female","43","Yellow","Pants",89,2015-07-27,1899-12-30 18:51:51,"---",7,31
"136","Tokyo","Asics","WB1820","Female","45","Yellow","Pants",89,2015-07-27,1899-12-30 21:53:17,"40379",7,31
"137","Rotterdam","Asics","WB1820","Female","43","Yellow","Pants",89,2015-07-27,1899-12-30 16:05:28,"---",7,31
"138","Rotterdam","Nike","Pro Fierce","Female","75B","Yellow","Bra",149,2015-07-27,1899-12-30 16:43:06,"---",7,31
"139","Rotterdam","Asics","WB1820","Female","38","Yellow","Pants",89,2015-07-27,1899-12-30 17:38:44,"31427",7,31
"140","Tokyo","Asics","WB1820","Female","40","Yellow","Pants",89,2015-07-27,1899-12-30 18:30:15,"56204",7,31
"141","Tokyo","Asics","WB1820","Female","46","Yellow","Pants",89,2015-07-28,1899-12-30 10:19:12,"48083",7,31
"142","Tokyo","Adidas","Boston 5","Female","37","Yellow","Shoe",120,2015-07-28,1899-12-30 13:03:50,"55074",7,31
"143","Tokyo","Adidas","Boston 5","Female","40","Yellow","Shoe",120,2015-07-28,1899-12-30 10:18:33,"52047",7,31
"144","Tokyo","Asics","WB1820","Female","40","Yellow","Pants",89,2015-07-29,1899-12-30 13:01:56,"---",7,31
"145","Tokyo","Asics","WB1820","Female","39","Yellow","Pants",89,2015-07-29,1899-12-30 17:45:36,"42769",7,31
"146","Tokyo","Asics","WB1820","Female","36","Yellow","Pants",89,2015-07-29,1899-12-30 19:53:46,"41703",7,31
"147","Tokyo","Asics","Gel Quantics ","Male","38","Yellow","Shoe",120,2015-07-29,1899-12-30 22:16:20,"42668",7,31
"148","Rotterdam","Asics","WB1820","Female","43","Yellow","Pants",89,2015-07-29,1899-12-30 10:54:33,"30767",7,31
"149","Rotterdam","Nike","Pro Fierce","Female","80B","Yellow","Bra",149,2015-07-29,1899-12-30 14:02:44,"---",7,31
"150","Rotterdam","Asics","WB1820","Female","41","Yellow","Pants",89,2015-07-29,1899-12-30 14:15:50,"35729",7,31
"151","Rotterdam","Asics","WB1820","Female","46","Yellow","Pants",89,2015-07-29,1899-12-30 14:40:22,"35149",7,31
"152","Tokyo","Nike","Pro Indy","Female","80F","Yellow","Bra",123,2015-07-29,1899-12-30 08:55:41,"53559",7,31
"153","Tokyo","Asics","Cummulus 17","Female","44","Yellow","Shoe",159,2015-07-29,1899-12-30 21:36:00,"---",7,31
"154","Tokyo","Adidas","Rocket Boost","Male","39","Yellow","Shoe",110,2015-07-29,1899-12-30 10:33:17,"49954",7,31
"155","Tokyo","Adidas","Ultra Boost","Male","39","Yellow","Shoe",139,2015-07-29,1899-12-30 10:02:11,"54180",7,31
"156","Tokyo","Adidas","Rocket Boost","Male","40","Yellow","Shoe",110,2015-07-29,1899-12-30 17:10:55,"55676",7,31
"157","Tokyo","Adidas","Rocket Boost","Male","38","Yellow","Shoe",110,2015-07-29,1899-12-30 12:44:11,"45046",7,31
"158","Tokyo","Asics","WB1820","Female","44","Yellow","Pants",89,2015-07-30,1899-12-30 09:33:08,"---",7,31
"159","Tokyo","Asics","WB1820","Female","39","Yellow","Pants",89,2015-07-30,1899-12-30 16:45:08,"---",7,31
"160","Tokyo","Asics","WB1820","Female","42","Yellow","Pants",89,2015-07-30,1899-12-30 20:49:56,"49729",7,31
"161","Tokyo","Asics","WB1820","Female","36","Yellow","Pants",89,2015-07-30,1899-12-30 23:21:08,"42059",7,31
"162","Rotterdam","Nike","Free 5.0","Female","41","Yellow","Shoe",239,2015-07-30,1899-12-30 10:07:06,"36922",7,31
"163","Rotterdam","Asics","WB1820","Female","38","Yellow","Pants",89,2015-07-30,1899-12-30 11:58:22,"32570",7,31
"164","Rotterdam","Nike","Pro Hero","Female","70E","Yellow","Bra",99,2015-07-30,1899-12-30 12:00:00,"---",7,31
"165","Rotterdam","Asics","WB1820","Female","45","Yellow","Pants",89,2015-07-30,1899-12-30 12:39:17,"30033",7,31
"166","Rotterdam","Nike","Pro Fierce","Female","80B","Yellow","Bra",149,2015-07-30,1899-12-30 13:57:50,"36958",7,31
"167","Tokyo","Asics","WB1820","Female","40","Yellow","Pants",89,2015-07-30,1899-12-30 13:45:08,"---",7,31
"168","Tokyo","Asics","WB1820","Female","44","Yellow","Pants",89,2015-07-30,1899-12-30 14:48:29,"---",7,31
"169","Tokyo","Nike","Pro Hero","Female","70B","Yellow","Bra",99,2015-07-30,1899-12-30 18:30:15,"---",7,31
"170","Tokyo","Asics","WB1820","Female","42","Yellow","Pants",89,2015-07-30,1899-12-30 20:00:58,"52613",7,31
"171","Tokyo","Asics","WB1820","Female","43","Yellow","Pants",89,2015-07-30,1899-12-30 23:00:58,"58794",7,31
"172","Tokyo","Adidas","Rocket Boost","Male","39","Yellow","Shoe",110,2015-07-30,1899-12-30 11:24:00,"---",7,31
"173","Tokyo","Nike","Air Zoom","Male","37","Yellow","Shoe",230,2015-07-31,1899-12-30 11:48:29,"46909",7,31
"174","Tokyo","Asics","WB1820","Female","46","Yellow","Pants",89,2015-07-31,1899-12-30 12:11:32,"---",7,31
"175","Tokyo","Nike","Pro Fierce","Female","70F","Yellow","Bra",149,2015-07-31,1899-12-30 16:46:34,"47352",7,31
"176","Tokyo","Asics","WB1820","Female","37","Yellow","Pants",89,2015-07-31,1899-12-30 17:57:08,"---",7,31
"177","Rotterdam","Nike","Free 5.0","Male","40","Yellow","Shoe",239,2015-07-31,1899-12-30 10:15:17,"30355",7,31
"178","Rotterdam","Nike","Pro Indy","Female","80A","Yellow","Bra",123,2015-07-31,1899-12-30 11:43:39,"33670",7,31
"179","Rotterdam","Nike","Free 5.0","Male","46","Yellow","Shoe",239,2015-07-31,1899-12-30 14:24:00,"38571",7,31
"180","Rotterdam","Asics","WB1820","Female","42","Yellow","Pants",89,2015-07-31,1899-12-30 14:32:11,"30620",7,31
"181","Rotterdam","Asics","WB1820","Female","36","Yellow","Pants",89,2015-07-31,1899-12-30 14:58:22,"34742",7,31
"182","Rotterdam","Asics","WB1820","Female","37","Yellow","Pants",89,2015-07-31,1899-12-30 16:20:11,"34126",7,31
"183","Rotterdam","Asics","WB1820","Female","41","Yellow","Pants",89,2015-07-31,1899-12-30 16:23:28,"31930",7,31
"184","Tokyo","Adidas","Ultra Boost","Male","46","Yellow","Shoe",139,2015-07-31,1899-12-30 10:46:22,"---",7,31
