"","Store","Brand","Type","Gender","Size","Color","Category","Sales.Price","Date","Time","Loyalty","Month","NA."
"45","Tokyo","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","46-48","Green","Socks",21,2015-07-17,1899-12-30 19:45:08,"---",7,29
"46","Tokyo","Nike","Pro Hero","Female","65B","Green","Bra",99,2015-07-17,1899-12-30 21:20:10,"---",7,29
"47","Tokyo","Asics","WB1820","Female","40","Green","Pants",89,2015-07-17,1899-12-30 23:32:39,"41779",7,29
"48","Tokyo","Nike","Pro Fierce","Female","80F","Green","Bra",149,2015-07-17,1899-12-30 09:47:28,"---",7,29
"49","Tokyo","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","36-38","Green","Socks",21,2015-07-17,1899-12-30 10:52:55,"38870",7,29
"50","Tokyo","Nike","Dri-Fit No-Show","Unisex","40-42","Green","Socks",20,2015-07-17,1899-12-30 11:56:44,"37465",7,29
"51","Tokyo","Asics","Kayano Single Tab","Unisex","36-38","Green","Socks",24.99,2015-07-17,1899-12-30 12:31:06,"33079",7,29
"52","Tokyo","Nike","Hyper Elite Crew","Unisex","38-40","Green","Socks",20,2015-07-17,1899-12-30 13:15:17,"---",7,29
"53","Tokyo","Asics","WB1820","Female","37","Green","Pants",89,2015-07-17,1899-12-30 14:55:06,"36408",7,29
"54","Tokyo","Asics","Quick Light Cushion","Unisex","42-44","Green","Socks",19,2015-07-17,1899-12-30 15:16:22,"30727",7,29
"55","Tokyo","Asics","WB1820","Female","37","Green","Pants",89,2015-07-17,1899-12-30 16:36:33,"39296",7,29
"56","Tokyo","Asics","WB1820","Female","46","Green","Pants",89,2015-07-17,1899-12-30 16:43:06,"---",7,29
"57","Tokyo","Nike","Dri-Fit No-Show","Unisex","44-46","Green","Socks",20,2015-07-17,1899-12-30 16:59:28,"38030",7,29
"58","Tokyo","Asics","Kayano Single Tab","Unisex","36-38","Green","Socks",24.99,2015-07-17,1899-12-30 12:37:27,"57630",7,29
"59","Tokyo","Asics","Kayano Single Tab","Unisex","38-40","Green","Socks",24.99,2015-07-17,1899-12-30 20:19:41,"---",7,29
"60","Tokyo","Asics","Gel Quantics ","Female","41","Green","Shoe",120,2015-07-17,1899-12-30 22:20:39,"---",7,29
"61","Tokyo","Asics","Hera Deux Single Tab","Female","36-38","Green","Socks",12.99,2015-07-18,1899-12-30 07:56:39,"45525",7,29
"62","Tokyo","Asics","Kayano Single Tab","Unisex","42-44","Green","Socks",24.99,2015-07-18,1899-12-30 09:44:39,"43575",7,29
"63","Tokyo","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","38-40","Green","Socks",21,2015-07-18,1899-12-30 12:12:58,"49869",7,29
"64","Tokyo","Nike","Dri-Fit No-Show","Unisex","42-44","Green","Socks",20,2015-07-18,1899-12-30 19:10:34,"---",7,29
"65","Tokyo","Asics","WB1820","Female","46","Green","Pants",89,2015-07-18,1899-12-30 20:16:48,"46867",7,29
"66","Tokyo","Nike","Hyper Elite Crew","Unisex","46-48","Green","Socks",20,2015-07-18,1899-12-30 21:34:34,"49369",7,29
"67","Tokyo","Nike","Hyper Elite Crew","Unisex","42-44","Green","Socks",20,2015-07-18,1899-12-30 09:36:00,"---",7,29
"68","Tokyo","Nike","Dri-Fit No-Show","Unisex","42-44","Green","Socks",20,2015-07-18,1899-12-30 09:54:00,"34402",7,29
"69","Tokyo","Asics","Kayano Single Tab","Unisex","44-46","Green","Socks",24.99,2015-07-18,1899-12-30 10:03:50,"---",7,29
"70","Tokyo","Asics","WB1820","Female","43","Green","Pants",89,2015-07-18,1899-12-30 10:48:00,"---",7,29
"71","Tokyo","Nike","Hyper Elite Crew","Unisex","44-46","Green","Socks",20,2015-07-18,1899-12-30 11:01:06,"30222",7,29
"72","Rotterdam","Nike","Hyper Elite Crew","Unisex","40-42","Green","Socks",20,2015-07-18,1899-12-30 13:54:33,"36322",7,29
"73","Rotterdam","Nike","Air Zoom","Male","41","Green","Shoe",220,2015-07-18,1899-12-30 15:55:39,"---",7,29
"74","Rotterdam","Nike","Hyper Elite Crew","Unisex","44-46","Green","Socks",20,2015-07-18,1899-12-30 16:12:00,"---",7,29
"75","Tokyo","Asics","Hera Deux Single Tab","Female","40-42","Green","Socks",12.99,2015-07-18,1899-12-30 12:12:58,"58688",7,29
"76","Tokyo","Nike","Air Zoom","Male","42","Green","Shoe",220,2015-07-18,1899-12-30 13:27:51,"58002",7,29
"77","Tokyo","Asics","Kayano Single Tab","Unisex","44-46","Green","Socks",24.99,2015-07-18,1899-12-30 14:22:34,"---",7,29
"78","Tokyo","Asics","WB1820","Female","38","Green","Pants",89,2015-07-18,1899-12-30 14:22:34,"---",7,29
"79","Tokyo","Asics","Quick Light Cushion","Unisex","36-38","Green","Socks",19,2015-07-18,1899-12-30 17:34:05,"---",7,29
"80","Tokyo","Nike","Hyper Elite Crew","Unisex","44-46","Green","Socks",20,2015-07-18,1899-12-30 18:43:12,"---",7,29
"81","Tokyo","Asics","WB1820","Female","37","Green","Pants",89,2015-07-18,1899-12-30 22:14:53,"53682",7,29
"82","Tokyo","Nike","Hyper Elite Crew","Unisex","46-48","Green","Socks",20,2015-07-18,1899-12-30 22:36:29,"52392",7,29
"83","Tokyo","Adidas","Boston 5","Female","41","Green","Shoe",120,2015-07-18,1899-12-30 13:13:39,"57921",7,29
"84","Tokyo","Nike","Dri-Fit No-Show","Unisex","40-42","Green","Socks",20,2015-07-19,1899-12-30 08:25:27,"44930",7,30
"85","Tokyo","Asics","Kayano Single Tab","Unisex","44-46","Green","Socks",24.99,2015-07-19,1899-12-30 13:04:48,"---",7,30
"86","Tokyo","Asics","WB1820","Female","45","Green","Pants",89,2015-07-19,1899-12-30 16:40:48,"49334",7,30
"87","Tokyo","Asics","Kayano Single Tab","Unisex","42-44","Green","Socks",24.99,2015-07-19,1899-12-30 17:09:36,"49079",7,30
"88","Tokyo","Asics","WB1820","Female","41","Green","Pants",89,2015-07-19,1899-12-30 19:49:27,"---",7,30
"89","Tokyo","Asics","Quick Light Cushion","Unisex","40-42","Green","Socks",19,2015-07-19,1899-12-30 20:02:24,"42732",7,30
"90","Tokyo","Asics","Hera Deux Single Tab","Female","38-40","Green","Socks",12.99,2015-07-19,1899-12-30 10:00:33,"---",7,30
"91","Rotterdam","Nike","Air Zoom","Male","39","Green","Shoe",220,2015-07-19,1899-12-30 10:05:28,"33467",7,30
"92","Tokyo","Asics","Kayano Single Tab","Unisex","44-46","Green","Socks",24.99,2015-07-19,1899-12-30 10:28:22,"---",7,30
"93","Rotterdam","Nike","Pro Fierce","Female","70C","Green","Bra",149,2015-07-19,1899-12-30 10:43:06,"---",7,30
"94","Rotterdam","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","42-44","Green","Socks",21,2015-07-19,1899-12-30 11:25:39,"31127",7,30
"95","Rotterdam","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","40-42","Green","Socks",21,2015-07-19,1899-12-30 11:38:44,"---",7,30
"96","Rotterdam","Nike","Hyper Elite Crew","Unisex","46-48","Green","Socks",20,2015-07-19,1899-12-30 12:55:39,"---",7,30
"97","Rotterdam","Nike","Pro Classic","Female","75C","Green","Bra",100,2015-07-19,1899-12-30 13:00:33,"30710",7,30
"98","Rotterdam","Nike","Dri-Fit No-Show","Unisex","46-48","Green","Socks",20,2015-07-19,1899-12-30 14:43:39,"38226",7,30
"99","Rotterdam","Nike","Hyper Elite Crew","Unisex","40-42","Green","Socks",20,2015-07-19,1899-12-30 15:14:44,"---",7,30
"100","Rotterdam","Nike","Air Zoom","Male","41","Green","Shoe",220,2015-07-19,1899-12-30 16:05:28,"38099",7,30
"101","Rotterdam","Nike","Hyper Elite Crew","Unisex","46-48","Green","Socks",20,2015-07-19,1899-12-30 16:15:17,"31562",7,30
"102","Tokyo","Asics","Cummulus 17","Male","43","Green","Shoe",159,2015-07-19,1899-12-30 16:16:55,"---",7,30
"103","Tokyo","Asics","WB1820","Female","39","Green","Pants",89,2015-07-19,1899-12-30 16:39:50,"---",7,30
"104","Tokyo","Asics","Kayano Single Tab","Unisex","36-38","Green","Socks",24.99,2015-07-19,1899-12-30 17:12:33,"32541",7,30
"105","Tokyo","Nike","Pro Fierce","Female","85E","Green","Bra",149,2015-07-19,1899-12-30 08:38:24,"50837",7,30
"106","Tokyo","Nike","Pro Indy","Female","65E","Green","Bra",123,2015-07-19,1899-12-30 09:59:03,"58074",7,30
"107","Tokyo","Asics","WB1820","Female","40","Green","Pants",89,2015-07-19,1899-12-30 10:07:41,"55206",7,30
"108","Tokyo","Nike","Dri-Fit No-Show","Unisex","46-48","Green","Socks",20,2015-07-19,1899-12-30 16:10:34,"---",7,30
"109","Tokyo","Nike","Pro Fierce","Female","70B","Green","Bra",149,2015-07-19,1899-12-30 19:12:00,"58186",7,30
"110","Tokyo","Nike","Pro Hero","Female","65D","Green","Bra",99,2015-07-19,1899-12-30 20:03:51,"---",7,30
"111","Tokyo","Asics","WB1820","Female","38","Green","Pants",89,2015-07-19,1899-12-30 20:21:08,"---",7,30
"112","Tokyo","Nike","Pro Hero","Female","90F","Green","Bra",99,2015-07-19,1899-12-30 20:52:48,"---",7,30
"113","Tokyo","Adidas","Boston 5","Female","40","Green","Shoe",120,2015-07-19,1899-12-30 11:40:22,"51924",7,30
"114","Tokyo","Nike","Hyper Elite Crew","Unisex","36-38","Green","Socks",20,2015-07-20,1899-12-30 07:46:34,"44975",7,30
"115","Tokyo","Asics","Hera Deux Single Tab","Female","44-46","Green","Socks",12.99,2015-07-20,1899-12-30 17:15:22,"44042",7,30
"116","Tokyo","Asics","Quick Light Cushion","Unisex","38-40","Green","Socks",19,2015-07-20,1899-12-30 18:33:08,"46409",7,30
"117","Tokyo","Asics","Cummulus 17","Male","45","Green","Shoe",159,2015-07-20,1899-12-30 10:54:33,"---",7,30
"118","Tokyo","Asics","WB1820","Female","41","Green","Pants",89,2015-07-20,1899-12-30 14:12:33,"---",7,30
"119","Tokyo","Asics","WB1820","Female","37","Green","Pants",89,2015-07-20,1899-12-30 15:54:00,"31025",7,30
"120","Tokyo","Asics","WB1820","Female","41","Green","Pants",89,2015-07-20,1899-12-30 16:41:28,"32290",7,30
"121","Tokyo","Nike","Pro Fierce","Female","65E","Green","Bra",149,2015-07-20,1899-12-30 09:10:05,"---",7,30
"122","Tokyo","Asics","WB1820","Female","41","Green","Pants",89,2015-07-20,1899-12-30 14:49:56,"58638",7,30
"123","Tokyo","Asics","Hera Deux Single Tab","Female","36-38","Green","Socks",12.99,2015-07-20,1899-12-30 15:18:44,"52150",7,30
"124","Tokyo","Asics","WB1820","Female","46","Green","Pants",89,2015-07-20,1899-12-30 21:38:53,"---",7,30
"125","Tokyo","Asics","Quick Light Cushion","Unisex","46-48","Green","Socks",19,2015-07-21,1899-12-30 07:46:34,"---",7,30
"126","Tokyo","Nike","Pro Hero","Female","80B","Green","Bra",99,2015-07-21,1899-12-30 10:30:44,"---",7,30
"127","Tokyo","Nike","Dri-Fit No-Show","Unisex","44-46","Green","Socks",20,2015-07-21,1899-12-30 14:32:39,"43601",7,30
"128","Tokyo","Nike","Pro Fierce","Female","75D","Green","Bra",149,2015-07-21,1899-12-30 19:29:17,"44555",7,30
"129","Tokyo","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","46-48","Green","Socks",21,2015-07-21,1899-12-30 21:10:05,"49767",7,30
"130","Tokyo","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","44-46","Green","Socks",21,2015-07-21,1899-12-30 23:18:15,"41736",7,30
"131","Tokyo","Asics","Hera Deux Single Tab","Female","40-42","Green","Socks",12.99,2015-07-21,1899-12-30 23:21:08,"44471",7,30
"132","Tokyo","Asics","WB1820","Female","46","Green","Pants",89,2015-07-21,1899-12-30 10:36:33,"---",7,30
"133","Rotterdam","Nike","Hyper Elite Crew","Unisex","42-44","Green","Socks",20,2015-07-21,1899-12-30 10:43:06,"30687",7,30
"134","Rotterdam","Nike","Free 5.0","Male","38","Green","Shoe",239,2015-07-21,1899-12-30 10:44:44,"---",7,30
"135","Rotterdam","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","40-42","Green","Socks",21,2015-07-21,1899-12-30 10:54:33,"---",7,30
"136","Rotterdam","Nike","Dri-Fit No-Show","Unisex","44-46","Green","Socks",20,2015-07-21,1899-12-30 10:54:33,"---",7,30
"137","Rotterdam","Nike","Pro Hero","Female","70E","Green","Bra",99,2015-07-21,1899-12-30 14:53:28,"---",7,30
"138","Tokyo","Asics","Hera Deux Single Tab","Female","42-44","Green","Socks",12.99,2015-07-21,1899-12-30 14:56:44,"---",7,30
"139","Rotterdam","Nike","Dri-Fit No-Show","Unisex","46-48","Green","Socks",20,2015-07-21,1899-12-30 16:26:44,"---",7,30
"140","Rotterdam","Nike","Air Zoom","Male","37","Green","Shoe",220,2015-07-21,1899-12-30 16:43:06,"---",7,30
"141","Tokyo","Nike","Dri-Fit No-Show","Unisex","46-48","Green","Socks",20,2015-07-21,1899-12-30 08:29:46,"55197",7,30
"142","Tokyo","Asics","Kayano Single Tab","Unisex","42-44","Green","Socks",24.99,2015-07-21,1899-12-30 13:13:27,"---",7,30
"143","Tokyo","Asics","Quick Light Cushion","Unisex","42-44","Green","Socks",19,2015-07-21,1899-12-30 13:17:46,"---",7,30
"144","Tokyo","Nike","Pro Classic","Female","75A","Green","Bra",100,2015-07-21,1899-12-30 14:21:08,"50484",7,30
"145","Tokyo","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","42-44","Green","Socks",21,2015-07-21,1899-12-30 17:39:51,"55411",7,30
"146","Tokyo","Asics","WB1820","Female","39","Green","Pants",89,2015-07-21,1899-12-30 18:18:44,"---",7,30
"147","Tokyo","Asics","Kayano Single Tab","Unisex","36-38","Green","Socks",24.99,2015-07-21,1899-12-30 20:22:34,"59768",7,30
"148","Tokyo","Asics","Kayano Single Tab","Unisex","46-48","Green","Socks",24.99,2015-07-21,1899-12-30 21:07:12,"---",7,30
"149","Tokyo","Nike","Pro Fierce","Female","75B","Green","Bra",149,2015-07-21,1899-12-30 22:27:51,"---",7,30
"150","Tokyo","Nike","Dri-Fit No-Show","Unisex","38-40","Green","Socks",20,2015-07-21,1899-12-30 22:50:53,"---",7,30
"151","Tokyo","Asics","WB1820","Female","37","Green","Pants",89,2015-07-21,1899-12-30 22:55:12,"50896",7,30
"152","Tokyo","Adidas","Boston 5","Female","41","Green","Shoe",120,2015-07-21,1899-12-30 11:19:06,"47270",7,30
"153","Tokyo","Adidas","Boston 5","Female","41","Green","Shoe",120,2015-07-21,1899-12-30 13:05:28,"58110",7,30
"154","Tokyo","Adidas","Rocket Boost","Female","39","Green","Shoe",100,2015-07-21,1899-12-30 16:07:06,"46115",7,30
"155","Tokyo","Asics","Kayano Single Tab","Unisex","36-38","Green","Socks",24.99,2015-07-22,1899-12-30 11:54:15,"40917",7,30
"156","Tokyo","Nike","Hyper Elite Crew","Unisex","40-42","Green","Socks",20,2015-07-22,1899-12-30 12:57:36,"44119",7,30
"157","Tokyo","Asics","Kayano Single Tab","Unisex","40-42","Green","Socks",24.99,2015-07-22,1899-12-30 17:49:56,"---",7,30
"158","Tokyo","Asics","Quick Light Cushion","Unisex","46-48","Green","Socks",19,2015-07-22,1899-12-30 19:46:34,"---",7,30
"159","Tokyo","Asics","Kayano Single Tab","Unisex","42-44","Green","Socks",24.99,2015-07-22,1899-12-30 20:44:10,"49329",7,30
"160","Tokyo","Asics","WB1820","Female","42","Green","Pants",89,2015-07-22,1899-12-30 21:50:24,"---",7,30
"161","Tokyo","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","40-42","Green","Socks",21,2015-07-22,1899-12-30 22:22:05,"49286",7,30
"162","Tokyo","Asics","WB1820","Female","37","Green","Pants",89,2015-07-22,1899-12-30 11:07:39,"32963",7,30
"163","Rotterdam","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","42-44","Green","Socks",21,2015-07-22,1899-12-30 11:10:55,"---",7,30
"164","Tokyo","Asics","WB1820","Female","36","Green","Pants",89,2015-07-22,1899-12-30 11:50:11,"32804",7,30
"165","Tokyo","Asics","Quick Light Cushion","Unisex","36-38","Green","Socks",19,2015-07-22,1899-12-30 12:49:06,"---",7,30
"166","Tokyo","Asics","WB1820","Female","44","Green","Pants",89,2015-07-22,1899-12-30 13:23:28,"---",7,30
"167","Tokyo","Asics","Kayano Single Tab","Unisex","44-46","Green","Socks",24.99,2015-07-22,1899-12-30 13:30:00,"38863",7,30
"168","Rotterdam","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","40-42","Green","Socks",21,2015-07-22,1899-12-30 13:54:33,"36525",7,30
"169","Rotterdam","Asics","WB1820","Female","38","Green","Pants",89,2015-07-22,1899-12-30 14:14:11,"35128",7,30
"170","Rotterdam","Nike","Dri-Fit No-Show","Unisex","36-38","Green","Socks",20,2015-07-22,1899-12-30 14:20:44,"31119",7,30
"171","Rotterdam","Asics","Quick Light Cushion","Unisex","40-42","Green","Socks",19,2015-07-22,1899-12-30 14:48:33,"34321",7,30
"172","Rotterdam","Asics","Cummulus 17","Female","42","Green","Shoe",159,2015-07-22,1899-12-30 16:23:28,"---",7,30
"173","Tokyo","Asics","Kayano Single Tab","Unisex","38-40","Green","Socks",24.99,2015-07-22,1899-12-30 09:07:12,"56457",7,30
"174","Tokyo","Asics","WB1820","Female","41","Green","Pants",89,2015-07-22,1899-12-30 11:48:29,"52717",7,30
"175","Tokyo","Asics","WB1820","Female","37","Green","Pants",89,2015-07-22,1899-12-30 14:19:41,"54473",7,30
"176","Tokyo","Nike","Dri-Fit No-Show","Unisex","44-46","Green","Socks",20,2015-07-22,1899-12-30 15:12:58,"58406",7,30
"177","Tokyo","Asics","WB1820","Female","36","Green","Pants",89,2015-07-22,1899-12-30 16:49:27,"---",7,30
"178","Tokyo","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","46-48","Green","Socks",21,2015-07-22,1899-12-30 19:37:56,"---",7,30
"179","Tokyo","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","46-48","Green","Socks",21,2015-07-22,1899-12-30 20:57:08,"57108",7,30
"180","Tokyo","Adidas","Ultra Boost","Male","40","Green","Shoe",139,2015-07-22,1899-12-30 13:51:17,"40460",7,30
"181","Tokyo","Adidas","Rocket Boost","Female","40","Green","Shoe",100,2015-07-22,1899-12-30 14:53:28,"---",7,30
"182","Tokyo","Adidas","Boston 5","Male","46","Green","Shoe",125,2015-07-22,1899-12-30 17:14:11,"47197",7,30
"183","Tokyo","Adidas","Ultra Boost","Male","45","Green","Shoe",139,2015-07-22,1899-12-30 12:00:00,"---",7,30
"184","Tokyo","Adidas","Rocket Boost","Male","40","Green","Shoe",110,2015-07-22,1899-12-30 16:34:55,"56456",7,30
"185","Tokyo","Nike","Dri-Fit No-Show","Unisex","42-44","Green","Socks",20,2015-07-23,1899-12-30 08:47:03,"49373",7,30
"186","Tokyo","Asics","Kayano Single Tab","Unisex","46-48","Green","Socks",24.99,2015-07-23,1899-12-30 09:04:20,"47736",7,30
"187","Tokyo","Asics","WB1820","Female","39","Green","Pants",89,2015-07-23,1899-12-30 15:44:39,"44146",7,30
"188","Tokyo","Asics","Cummulus 17","Male","44","Green","Shoe",159,2015-07-23,1899-12-30 19:36:29,"41427",7,30
"189","Tokyo","Nike","Hyper Elite Crew","Unisex","40-42","Green","Socks",20,2015-07-23,1899-12-30 20:31:12,"41752",7,30
"190","Tokyo","Asics","WB1820","Female","40","Green","Pants",89,2015-07-23,1899-12-30 21:50:24,"---",7,30
"191","Tokyo","Asics","WB1820","Female","41","Green","Pants",89,2015-07-23,1899-12-30 23:02:24,"45395",7,30
"192","Rotterdam","Nike","Pro Indy","Female","70E","Green","Bra",123,2015-07-23,1899-12-30 13:10:22,"30289",7,30
"193","Rotterdam","Nike","Dri-Fit No-Show","Unisex","44-46","Green","Socks",20,2015-07-23,1899-12-30 14:58:22,"33079",7,30
"194","Rotterdam","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","46-48","Green","Socks",21,2015-07-23,1899-12-30 15:06:33,"---",7,30
"195","Rotterdam","Nike","Elite Compression","Unisex","36-38","Green","Socks",23.99,2015-07-23,1899-12-30 16:02:11,"---",7,30
"196","Tokyo","Nike","Pro Fierce","Female","85C","Green","Bra",149,2015-07-23,1899-12-30 09:43:12,"58542",7,30
"197","Tokyo","Asics","WB1820","Female","43","Green","Pants",89,2015-07-23,1899-12-30 12:01:27,"53612",7,30
"198","Tokyo","Nike","Dri-Fit No-Show","Unisex","36-38","Green","Socks",20,2015-07-23,1899-12-30 18:05:46,"59586",7,30
"199","Tokyo","Asics","Quick Light Cushion","Unisex","44-46","Green","Socks",19,2015-07-23,1899-12-30 21:43:12,"58549",7,30
"200","Tokyo","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","44-46","Green","Socks",21,2015-07-23,1899-12-30 21:51:51,"57773",7,30
"201","Tokyo","Asics","Hera Deux Single Tab","Female","46-48","Green","Socks",12.99,2015-07-24,1899-12-30 13:53:46,"---",7,30
"202","Tokyo","Asics","Quick Light Cushion","Unisex","42-44","Green","Socks",19,2015-07-24,1899-12-30 14:08:10,"---",7,30
"203","Tokyo","Asics","Quick Light Cushion","Unisex","46-48","Green","Socks",19,2015-07-24,1899-12-30 17:38:24,"40809",7,30
"204","Tokyo","Asics","WB1820","Female","39","Green","Pants",89,2015-07-24,1899-12-30 19:52:20,"---",7,30
"205","Tokyo","Asics","Kayano Single Tab","Unisex","42-44","Green","Socks",24.99,2015-07-24,1899-12-30 22:06:15,"48501",7,30
"206","Tokyo","Nike","Hyper Elite Crew","Unisex","42-44","Green","Socks",20,2015-07-24,1899-12-30 22:20:39,"---",7,30
