"","Store","Brand","Type","Gender","Size","Color","Category","Sales.Price","Date","Time","Loyalty","Month","NA."
"67","Tokyo","Asics","Hera Deux Single Tab","Female","46-48","Black","Socks",12.99,2015-07-16,1899-12-30 15:44:11,"---",7,29
"68","Tokyo","Nike","Hyper Elite Crew","Unisex","42-44","Black","Socks",20,2015-07-16,1899-12-30 15:45:50,"30339",7,29
"69","Tokyo","Nike","Pro Fierce","Female","85A","Black","Bra",149,2015-07-16,1899-12-30 15:58:55,"39772",7,29
"70","Tokyo","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","42-44","Black","Socks",21,2015-07-16,1899-12-30 16:26:44,"38767",7,29
"71","Tokyo","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","40-42","Black","Socks",21,2015-07-16,1899-12-30 16:52:55,"---",7,29
"72","Tokyo","Asics","Quick Light Cushion","Unisex","36-38","Black","Socks",19,2015-07-16,1899-12-30 16:54:33,"---",7,29
"73","Tokyo","Nike","Hyper Elite Crew","Unisex","42-44","Black","Socks",20,2015-07-16,1899-12-30 17:42:00,"---",7,29
"74","Tokyo","Asics","Quick Light Cushion","Unisex","38-40","Black","Socks",19,2015-07-16,1899-12-30 10:53:46,"51805",7,29
"75","Tokyo","Asics","Kayano Single Tab","Unisex","46-48","Black","Socks",24.99,2015-07-16,1899-12-30 11:24:00,"53243",7,29
"76","Tokyo","Nike","Dri-Fit No-Show","Unisex","40-42","Black","Socks",20,2015-07-16,1899-12-30 11:42:44,"52414",7,29
"77","Tokyo","Asics","MB1878","Male","41","Black","Pants",99,2015-07-16,1899-12-30 13:55:12,"51291",7,29
"78","Tokyo","Asics","Cummulus 17","Male","40","Black","Shoe",159,2015-07-16,1899-12-30 20:11:03,"57128",7,29
"79","Tokyo","Nike","Pro Indy","Female","65E","Black","Bra",123,2015-07-16,1899-12-30 20:38:24,"55330",7,29
"80","Tokyo","Asics","Quick Light Cushion","Unisex","40-42","Black","Socks",19,2015-07-16,1899-12-30 21:01:27,"50300",7,29
"81","Tokyo","Adidas","Boston 5","Male","37","Black","Shoe",125,2015-07-16,1899-12-30 14:04:22,"56141",7,29
"82","Tokyo","Adidas","Rocket Boost","Male","43","Black","Shoe",110,2015-07-16,1899-12-30 11:58:22,"---",7,29
"83","Tokyo","Adidas","Boston 5","Male","46","Black","Shoe",125,2015-07-16,1899-12-30 15:27:50,"58190",7,29
"84","Tokyo","Adidas","Rocket Boost","Male","46","Black","Shoe",110,2015-07-16,1899-12-30 09:37:39,"---",7,29
"85","Tokyo","Adidas","Rocket Boost","Female","41","Black","Shoe",100,2015-07-16,1899-12-30 11:07:39,"43147",7,29
"86","Tokyo","Asics","MB1878","Male","39","Black","Pants",99,2015-07-17,1899-12-30 09:10:05,"47099",7,29
"87","Tokyo","Asics","MB1878","Male","43","Black","Pants",99,2015-07-17,1899-12-30 10:32:10,"---",7,29
"88","Tokyo","Asics","MB1878","Male","38","Black","Pants",99,2015-07-17,1899-12-30 11:26:53,"47627",7,29
"89","Tokyo","Asics","WB2585","Female","37","Black","Pants",99,2015-07-17,1899-12-30 14:36:58,"---",7,29
"90","Tokyo","Asics","MB1878","Male","36","Black","Pants",99,2015-07-17,1899-12-30 17:54:15,"---",7,29
"91","Tokyo","Asics","WB1820","Female","40","Black","Pants",89,2015-07-17,1899-12-30 18:00:00,"47412",7,29
"92","Tokyo","Asics","WB2585","Female","44","Black","Pants",99,2015-07-17,1899-12-30 18:12:58,"42158",7,29
"93","Tokyo","Asics","WB1820","Female","41","Black","Pants",89,2015-07-17,1899-12-30 18:36:00,"47551",7,29
"94","Tokyo","Asics","MB1878","Male","38","Black","Pants",99,2015-07-17,1899-12-30 18:54:44,"40278",7,29
"95","Tokyo","Asics","WB1820","Female","44","Black","Pants",89,2015-07-17,1899-12-30 19:58:05,"40199",7,29
"96","Tokyo","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","42-44","Black","Socks",21,2015-07-17,1899-12-30 23:24:00,"44728",7,29
"97","Tokyo","Asics","WB2585","Female","39","Black","Pants",99,2015-07-17,1899-12-30 10:02:11,"35176",7,29
"98","Tokyo","Asics","MB1878","Male","41","Black","Pants",99,2015-07-17,1899-12-30 10:13:39,"38822",7,29
"99","Tokyo","Nike","Pro Fierce","Female","75A","Black","Bra",149,2015-07-17,1899-12-30 10:31:39,"37886",7,29
"100","Tokyo","Asics","WB1820","Female","41","Black","Pants",89,2015-07-17,1899-12-30 10:49:39,"---",7,29
"101","Tokyo","Asics","WB2585","Female","36","Black","Pants",99,2015-07-17,1899-12-30 10:56:11,"36772",7,29
"102","Tokyo","Asics","MB1878","Male","36","Black","Pants",99,2015-07-17,1899-12-30 11:07:39,"---",7,29
"103","Tokyo","Asics","MB1878","Male","38","Black","Pants",99,2015-07-17,1899-12-30 11:19:06,"30617",7,29
"104","Tokyo","Asics","WB1820","Female","38","Black","Pants",89,2015-07-17,1899-12-30 11:20:44,"---",7,29
"105","Tokyo","Asics","MB1878","Male","41","Black","Pants",99,2015-07-17,1899-12-30 11:24:00,"---",7,29
"106","Tokyo","Asics","Quick Light Cushion","Unisex","40-42","Black","Socks",19,2015-07-17,1899-12-30 12:34:22,"35725",7,29
"107","Tokyo","Asics","WB2585","Female","39","Black","Pants",99,2015-07-17,1899-12-30 12:40:55,"32036",7,29
"108","Tokyo","Nike","Pro Hero","Female","80A","Black","Bra",99,2015-07-17,1899-12-30 12:50:44,"37129",7,29
"109","Tokyo","Nike","Dri-Fit No-Show","Unisex","42-44","Black","Socks",20,2015-07-17,1899-12-30 13:12:00,"34774",7,29
"110","Tokyo","Asics","WB1820","Female","42","Black","Pants",89,2015-07-17,1899-12-30 13:18:33,"---",7,29
"111","Tokyo","Nike","Free 5.0","Female","43","Black","Shoe",239,2015-07-17,1899-12-30 14:02:44,"32407",7,29
"112","Tokyo","Asics","MB1878","Male","39","Black","Pants",99,2015-07-17,1899-12-30 14:02:44,"32407",7,29
"113","Tokyo","Asics","MB1878","Male","38","Black","Pants",99,2015-07-17,1899-12-30 14:32:11,"---",7,29
"114","Tokyo","Asics","WB2585","Female","41","Black","Pants",99,2015-07-17,1899-12-30 14:56:44,"39712",7,29
"115","Tokyo","Nike","Dri-Fit No-Show","Unisex","40-42","Black","Socks",20,2015-07-17,1899-12-30 15:36:00,"31437",7,29
"116","Tokyo","Asics","Cummulus 17","Male","41","Black","Shoe",159,2015-07-17,1899-12-30 16:20:11,"34993",7,29
"117","Tokyo","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","40-42","Black","Socks",21,2015-07-17,1899-12-30 16:57:50,"32928",7,29
"118","Tokyo","Nike","Hyper Elite Crew","Unisex","46-48","Black","Socks",20,2015-07-17,1899-12-30 16:57:50,"32928",7,29
"119","Tokyo","Asics","MB1878","Male","46","Black","Pants",99,2015-07-17,1899-12-30 08:58:34,"57718",7,29
"120","Tokyo","Nike","Pro Fierce","Female","70B","Black","Bra",149,2015-07-17,1899-12-30 10:55:12,"51786",7,29
"121","Tokyo","Nike","Dri-Fit No-Show","Unisex","46-48","Black","Socks",20,2015-07-17,1899-12-30 11:08:10,"59414",7,29
"122","Tokyo","Nike","Hyper Elite Crew","Unisex","38-40","Black","Socks",20,2015-07-17,1899-12-30 11:51:22,"56176",7,29
"123","Tokyo","Nike","Pro Fierce","Female","65E","Black","Bra",149,2015-07-17,1899-12-30 12:33:08,"54499",7,29
"124","Tokyo","Asics","MB1878","Male","38","Black","Pants",99,2015-07-17,1899-12-30 14:41:17,"---",7,29
"125","Tokyo","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","46-48","Black","Socks",21,2015-07-17,1899-12-30 15:00:00,"---",7,29
"126","Tokyo","Asics","MB1878","Male","38","Black","Pants",99,2015-07-17,1899-12-30 15:34:34,"52036",7,29
"127","Tokyo","Nike","Hyper Elite Crew","Unisex","36-38","Black","Socks",20,2015-07-17,1899-12-30 18:21:36,"50482",7,29
"128","Tokyo","Nike","Dri-Fit No-Show","Unisex","42-44","Black","Socks",20,2015-07-17,1899-12-30 21:30:15,"---",7,29
"129","Tokyo","Adidas","Rocket Boost","Male","43","Black","Shoe",110,2015-07-17,1899-12-30 12:24:33,"53593",7,29
"130","Tokyo","Adidas","Rocket Boost","Male","44","Black","Shoe",110,2015-07-17,1899-12-30 10:21:50,"56190",7,29
"131","Tokyo","Asics","MB1878","Male","44","Black","Pants",99,2015-07-18,1899-12-30 07:13:27,"43878",7,29
"132","Tokyo","Asics","WB2585","Female","39","Black","Pants",99,2015-07-18,1899-12-30 07:13:27,"43878",7,29
"133","Tokyo","Asics","WB2585","Female","45","Black","Pants",99,2015-07-18,1899-12-30 08:16:48,"---",7,29
"134","Tokyo","Asics","WB2585","Female","39","Black","Pants",99,2015-07-18,1899-12-30 08:44:10,"45349",7,29
"135","Tokyo","Asics","MB1878","Male","37","Black","Pants",99,2015-07-18,1899-12-30 08:49:56,"47414",7,29
"136","Tokyo","Asics","MB1878","Male","41","Black","Pants",99,2015-07-18,1899-12-30 09:43:12,"---",7,29
"137","Tokyo","Asics","WB1820","Female","44","Black","Pants",89,2015-07-18,1899-12-30 11:28:20,"45828",7,29
"138","Tokyo","Asics","WB2585","Female","44","Black","Pants",99,2015-07-18,1899-12-30 12:04:20,"42649",7,29
"139","Tokyo","Asics","MB1878","Male","36","Black","Pants",99,2015-07-18,1899-12-30 13:07:41,"---",7,29
"140","Tokyo","Asics","MB1878","Male","42","Black","Pants",99,2015-07-18,1899-12-30 13:17:46,"44623",7,29
"141","Tokyo","Asics","WB2585","Female","43","Black","Pants",99,2015-07-18,1899-12-30 14:09:36,"42873",7,29
"142","Tokyo","Asics","WB1820","Female","43","Black","Pants",89,2015-07-18,1899-12-30 15:15:51,"---",7,29
"143","Tokyo","Asics","MB1878","Male","38","Black","Pants",99,2015-07-18,1899-12-30 15:23:03,"---",7,29
"144","Tokyo","Asics","MB1878","Male","38","Black","Pants",99,2015-07-18,1899-12-30 18:24:29,"42119",7,29
"145","Tokyo","Asics","WB2585","Female","39","Black","Pants",99,2015-07-18,1899-12-30 19:17:46,"---",7,29
"146","Tokyo","Asics","MB1878","Male","43","Black","Pants",99,2015-07-18,1899-12-30 22:06:15,"---",7,29
"147","Tokyo","Nike","Dri-Fit No-Show","Unisex","42-44","Black","Socks",20,2015-07-18,1899-12-30 23:44:10,"---",7,29
"148","Tokyo","Asics","MB1878","Male","38","Black","Pants",99,2015-07-18,1899-12-30 10:05:28,"---",7,29
"149","Tokyo","Nike","Dri-Fit No-Show","Unisex","42-44","Black","Socks",20,2015-07-18,1899-12-30 10:23:28,"32389",7,29
"150","Tokyo","Asics","MB1878","Male","41","Black","Pants",99,2015-07-18,1899-12-30 11:01:06,"30222",7,29
"151","Tokyo","Asics","Kayano Single Tab","Unisex","36-38","Black","Socks",24.99,2015-07-18,1899-12-30 11:09:17,"31455",7,29
"152","Rotterdam","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","36-38","Black","Socks",21,2015-07-18,1899-12-30 11:22:22,"---",7,29
"153","Tokyo","Asics","MB1878","Male","41","Black","Pants",99,2015-07-18,1899-12-30 12:24:33,"---",7,29
"154","Rotterdam","Nike","Dri-Fit No-Show","Unisex","44-46","Black","Socks",20,2015-07-18,1899-12-30 12:32:44,"38979",7,29
"155","Rotterdam","Nike","Hyper Elite Crew","Unisex","44-46","Black","Socks",20,2015-07-18,1899-12-30 12:42:33,"38113",7,29
"156","Rotterdam","Nike","Pro Classic","Female","90D","Black","Bra",100,2015-07-18,1899-12-30 12:52:22,"35411",7,29
"157","Tokyo","Asics","Quick Light Cushion","Unisex","38-40","Black","Socks",19,2015-07-18,1899-12-30 13:46:22,"---",7,29
"158","Rotterdam","Nike","Hyper Elite Crew","Unisex","46-48","Black","Socks",20,2015-07-18,1899-12-30 13:52:55,"31674",7,29
"159","Tokyo","Asics","WB2585","Female","45","Black","Pants",99,2015-07-18,1899-12-30 14:06:00,"---",7,29
"160","Tokyo","Asics","Kayano Single Tab","Unisex","40-42","Black","Socks",24.99,2015-07-18,1899-12-30 15:09:50,"---",7,29
"161","Rotterdam","Nike","Free 5.0","Male","39","Black","Shoe",239,2015-07-18,1899-12-30 15:16:22,"30991",7,29
"162","Tokyo","Asics","MB1878","Male","42","Black","Pants",99,2015-07-18,1899-12-30 15:44:11,"---",7,29
"163","Tokyo","Asics","MB1878","Male","42","Black","Pants",99,2015-07-18,1899-12-30 15:49:06,"32976",7,29
"164","Tokyo","Asics","MB1878","Male","44","Black","Pants",99,2015-07-18,1899-12-30 17:10:55,"---",7,29
"165","Tokyo","Asics","WB1820","Female","42","Black","Pants",89,2015-07-18,1899-12-30 08:29:46,"---",7,29
"166","Tokyo","Asics","Hera Deux Single Tab","Female","36-38","Black","Socks",12.99,2015-07-18,1899-12-30 10:52:20,"53953",7,29
"167","Tokyo","Nike","Air Zoom","Female","41","Black","Shoe",230,2015-07-18,1899-12-30 11:31:12,"53516",7,29
"168","Tokyo","Asics","MB1878","Male","46","Black","Pants",99,2015-07-18,1899-12-30 12:48:58,"---",7,29
"169","Tokyo","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","38-40","Black","Socks",21,2015-07-18,1899-12-30 12:59:03,"53121",7,29
"170","Tokyo","Asics","WB1820","Female","41","Black","Pants",89,2015-07-18,1899-12-30 15:27:22,"51294",7,29
"171","Tokyo","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","42-44","Black","Socks",21,2015-07-18,1899-12-30 17:54:15,"57332",7,29
"172","Tokyo","Asics","WB1820","Female","46","Black","Pants",89,2015-07-18,1899-12-30 20:08:10,"54136",7,29
"173","Tokyo","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","42-44","Black","Socks",21,2015-07-18,1899-12-30 20:38:24,"---",7,29
"174","Tokyo","Asics","WB1820","Female","38","Black","Pants",89,2015-07-18,1899-12-30 21:24:29,"54905",7,29
"175","Tokyo","Adidas","Rocket Boost","Male","44","Black","Shoe",110,2015-07-18,1899-12-30 16:31:39,"40756",7,29
"176","Tokyo","Adidas","Boston 5","Male","43","Black","Shoe",125,2015-07-18,1899-12-30 13:28:22,"51778",7,29
"177","Tokyo","Asics","Quick Light Cushion","Unisex","46-48","Black","Socks",19,2015-07-19,1899-12-30 09:11:32,"---",7,30
"178","Tokyo","Asics","WB2585","Female","43","Black","Pants",99,2015-07-19,1899-12-30 10:24:58,"49685",7,30
"179","Tokyo","Nike","Dri-Fit No-Show","Unisex","40-42","Black","Socks",20,2015-07-19,1899-12-30 14:52:48,"48268",7,30
"180","Tokyo","Asics","WB1820","Female","46","Black","Pants",89,2015-07-19,1899-12-30 14:52:48,"48268",7,30
"181","Tokyo","Asics","MB1878","Male","43","Black","Pants",99,2015-07-19,1899-12-30 15:21:36,"40675",7,30
"182","Tokyo","Asics","MB1878","Male","41","Black","Pants",99,2015-07-19,1899-12-30 15:27:22,"43369",7,30
"183","Tokyo","Asics","MB1878","Male","44","Black","Pants",99,2015-07-19,1899-12-30 19:30:44,"42424",7,30
"184","Tokyo","Asics","WB1820","Female","45","Black","Pants",89,2015-07-19,1899-12-30 20:31:12,"46332",7,30
"185","Tokyo","Asics","Cummulus 17","Male","44","Black","Shoe",159,2015-07-19,1899-12-30 21:54:44,"45676",7,30
"186","Tokyo","Asics","Hera Deux Single Tab","Female","46-48","Black","Socks",12.99,2015-07-19,1899-12-30 21:54:44,"45676",7,30
"187","Tokyo","Asics","WB2585","Female","44","Black","Pants",99,2015-07-19,1899-12-30 22:16:20,"45349",7,30
"188","Tokyo","Asics","Kayano Single Tab","Unisex","42-44","Black","Socks",24.99,2015-07-19,1899-12-30 22:29:17,"46162",7,30
"189","Tokyo","Nike","Dri-Fit No-Show","Unisex","44-46","Black","Socks",20,2015-07-19,1899-12-30 23:42:44,"---",7,30
"190","Tokyo","Asics","WB1820","Female","45","Black","Pants",89,2015-07-19,1899-12-30 23:45:36,"49455",7,30
"191","Rotterdam","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","42-44","Black","Socks",21,2015-07-19,1899-12-30 10:21:50,"35834",7,30
"192","Rotterdam","Adidas","Ultra Boost","Female","42","Black","Shoe",139,2015-07-19,1899-12-30 11:42:00,"32619",7,30
"193","Rotterdam","Nike","Dri-Fit No-Show","Unisex","38-40","Black","Socks",20,2015-07-19,1899-12-30 12:37:39,"36288",7,30
"194","Rotterdam","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","40-42","Black","Socks",21,2015-07-19,1899-12-30 12:55:39,"---",7,30
"195","Tokyo","Asics","MB1878","Male","36","Black","Pants",99,2015-07-19,1899-12-30 13:13:39,"33622",7,30
"196","Tokyo","Asics","MB1878","Male","46","Black","Pants",99,2015-07-19,1899-12-30 13:25:06,"---",7,30
"197","Rotterdam","Nike","Pro Hero","Female","65C","Black","Bra",99,2015-07-19,1899-12-30 13:25:06,"---",7,30
"198","Tokyo","Asics","MB1878","Male","40","Black","Pants",99,2015-07-19,1899-12-30 13:39:50,"31307",7,30
"199","Tokyo","Asics","MB1878","Male","45","Black","Pants",99,2015-07-19,1899-12-30 13:41:28,"36888",7,30
"200","Tokyo","Asics","Kayano Single Tab","Unisex","44-46","Black","Socks",24.99,2015-07-19,1899-12-30 14:20:44,"37030",7,30
"201","Tokyo","Asics","Hera Deux Single Tab","Female","38-40","Black","Socks",12.99,2015-07-19,1899-12-30 14:48:33,"31577",7,30
"202","Tokyo","Asics","MB1878","Male","43","Black","Pants",99,2015-07-19,1899-12-30 15:03:17,"38866",7,30
"203","Rotterdam","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","46-48","Black","Socks",21,2015-07-19,1899-12-30 15:29:28,"31329",7,30
"204","Tokyo","Asics","MB1878","Male","36","Black","Pants",99,2015-07-19,1899-12-30 15:49:06,"---",7,30
"205","Tokyo","Asics","MB1878","Male","41","Black","Pants",99,2015-07-19,1899-12-30 17:30:33,"---",7,30
"206","Tokyo","Asics","MB1878","Male","45","Black","Pants",99,2015-07-19,1899-12-30 08:39:51,"59369",7,30
"207","Tokyo","Nike","Nike Elite Match Fit Mercurial Crew","Unisex","44-46","Black","Socks",21,2015-07-19,1899-12-30 10:09:08,"55666",7,30
"208","Tokyo","Asics","Kayano Single Tab","Unisex","46-48","Black","Socks",24.99,2015-07-19,1899-12-30 12:28:48,"56044",7,30
"209","Tokyo","Asics","MB1878","Male","38","Black","Pants",99,2015-07-19,1899-12-30 13:00:29,"---",7,30
"210","Tokyo","Nike","Pro Fierce","Female","70F","Black","Bra",149,2015-07-19,1899-12-30 14:08:10,"---",7,30
"211","Tokyo","Asics","MB1878","Male","43","Black","Pants",99,2015-07-19,1899-12-30 15:21:36,"55662",7,30
"212","Tokyo","Asics","Hera Deux Single Tab","Female","40-42","Black","Socks",12.99,2015-07-19,1899-12-30 16:53:46,"51010",7,30
"213","Tokyo","Asics","Kayano Single Tab","Unisex","42-44","Black","Socks",24.99,2015-07-19,1899-12-30 17:49:56,"55626",7,30
"214","Tokyo","Nike","Pro Fierce","Female","80C","Black","Bra",149,2015-07-19,1899-12-30 18:14:24,"58768",7,30
"215","Tokyo","Asics","MB1878","Male","41","Black","Pants",99,2015-07-19,1899-12-30 18:48:58,"57472",7,30
"216","Tokyo","Nike","Pro Fierce","Female","80F","Black","Bra",149,2015-07-19,1899-12-30 19:07:41,"---",7,30
